date,location,location_name,value,weekly_rate,year,month,week_of_year,day_of_year,week_sin,week_cos,month_sin,month_cos,day_sin,day_cos,value_lag_1,value_lag_2,value_lag_3,value_lag_4,value_lag_8,value_lag_12,value_lag_52,value_rolling_mean_4,value_rolling_std_4,value_rolling_min_4,value_rolling_max_4,value_rolling_mean_8,value_rolling_std_8,value_rolling_min_8,value_rolling_max_8,value_trend_4w,yoy_ratio,yoy_pct_change,yoy_diff,season_severity_ratio,recent_severity_ratio,wow_change,wow_pct_change,acceleration,momentum_4w,momentum_4w_pct,is_flu_season,season_phase,season_phase_sin,season_phase_cos,rate_lag_1,rate_lag_4,rate_rolling_mean_4,rate_trend_4w,us_total_lag_1,us_total_lag_2,us_total_lag_3,us_total_lag_4,us_total_rolling_mean_4,us_total_rolling_std_4,us_total_rolling_mean_8,us_total_rolling_std_8,recent_vs_historical,seasonal_deviation
2022-02-05,24,Maryland,8.0,0.127729825872315,2022,2,5,36,0.5680647467311558,0.8229838658936564,0.8660254037844386,0.5000000000000001,0.5808002734538009,0.8140460935082178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,8.0,8.0,8.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,3,-1.0,-1.8369701987210294e-16,0.0,0.0,0.127729825872315,0.0,0.0,0.0,0.0,0.0,1090.0,0.0,1090.0,0.0,0.99999999875,0.0
2022-02-05,25,Massachusetts,33.0,0.462432864907525,2022,2,5,36,0.5680647467311558,0.8229838658936564,0.8660254037844386,0.5000000000000001,0.5808002734538009,0.8140460935082178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,33.0,33.0,33.0,0.0,33.0,33.0,0.0,0.0,0.0,0.0,0.0,0.9428571428571428,0.0,0.0,0.0,0.0,0.0,1,3,-1.0,-1.8369701987210294e-16,0.0,0.0,0.462432864907525,0.0,0.0,0.0,0.0,0.0,1090.0,0.0,1090.0,0.0,0.9999999996969696,0.0
2022-02-05,26,Michigan,27.0,0.266260136745289,2022,2,5,36,0.5680647467311558,0.8229838658936564,0.8660254037844386,0.5000000000000001,0.5808002734538009,0.8140460935082178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,27.0,27.0,27.0,0.0,27.0,27.0,0.0,0.0,0.0,0.0,0.0,0.3552631578947368,0.0,0.0,0.0,0.0,0.0,1,3,-1.0,-1.8369701987210294e-16,0.0,0.0,0.266260136745289,0.0,0.0,0.0,0.0,0.0,1090.0,0.0,1090.0,0.0,0.9999999996296296,0.0
2022-02-05,27,Minnesota,18.0,0.310711735288792,2022,2,5,36,0.5680647467311558,0.8229838658936564,0.8660254037844386,0.5000000000000001,0.5808002734538009,0.8140460935082178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,18.0,18.0,18.0,0.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,0.2647058823529412,0.0,0.0,0.0,0.0,0.0,1,3,-1.0,-1.8369701987210294e-16,0.0,0.0,0.310711735288792,0.0,0.0,0.0,0.0,0.0,1090.0,0.0,1090.0,0.0,0.9999999994444444,0.0
2022-02-05,28,Mississippi,21.0,0.713546683791787,2022,2,5,36,0.5680647467311558,0.8229838658936564,0.8660254037844386,0.5000000000000001,0.5808002734538009,0.8140460935082178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,21.0,21.0,21.0,0.0,21.0,21.0,0.0,0.0,0.0,0.0,0.0,1.1666666666666667,0.0,0.0,0.0,0.0,0.0,1,3,-1.0,-1.8369701987210294e-16,0.0,0.0,0.713546683791787,0.0,0.0,0.0,0.0,0.0,1090.0,0.0,1090.0,0.0,0.9999999995238096,0.0
2022-02-05,29,Missouri,47.0,0.752545926917223,2022,2,5,36,0.5680647467311558,0.8229838658936564,0.8660254037844386,0.5000000000000001,0.5808002734538009,0.8140460935082178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,47.0,47.0,47.0,0.0,47.0,47.0,0.0,0.0,0.0,0.0,0.0,0.6911764705882353,0.0,0.0,0.0,0.0,0.0,1,3,-1.0,-1.8369701987210294e-16,0.0,0.0,0.752545926917223,0.0,0.0,0.0,0.0,0.0,1090.0,0.0,1090.0,0.0,0.999999999787234,0.0
2022-02-05,30,Montana,9.0,0.791394551512311,2022,2,5,36,0.5680647467311558,0.8229838658936564,0.8660254037844386,0.5000000000000001,0.5808002734538009,0.8140460935082178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,9.0,9.0,9.0,0.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.1525423728813559,0.0,0.0,0.0,0.0,0.0,1,3,-1.0,-1.8369701987210294e-16,0.0,0.0,0.791394551512311,0.0,0.0,0.0,0.0,0.0,1090.0,0.0,1090.0,0.0,0.9999999988888888,0.0
2022-02-05,31,Nebraska,34.0,1.69536740855612,2022,2,5,36,0.5680647467311558,0.8229838658936564,0.8660254037844386,0.5000000000000001,0.5808002734538009,0.8140460935082178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,34.0,34.0,34.0,0.0,34.0,34.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,1,3,-1.0,-1.8369701987210294e-16,0.0,0.0,1.69536740855612,0.0,0.0,0.0,0.0,0.0,1090.0,0.0,1090.0,0.0,0.9999999997058824,0.0
2022-02-05,32,Nevada,4.0,0.122418986940036,2022,2,5,36,0.5680647467311558,0.8229838658936564,0.8660254037844386,0.5000000000000001,0.5808002734538009,0.8140460935082178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,4.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.1904761904761904,0.0,0.0,0.0,0.0,0.0,1,3,-1.0,-1.8369701987210294e-16,0.0,0.0,0.122418986940036,0.0,0.0,0.0,0.0,0.0,1090.0,0.0,1090.0,0.0,0.9999999975,0.0
2022-02-05,33,New Hampshire,1.0,0.0709707089689943,2022,2,5,36,0.5680647467311558,0.8229838658936564,0.8660254037844386,0.5000000000000001,0.5808002734538009,0.8140460935082178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0357142857142857,0.0,0.0,0.0,0.0,0.0,1,3,-1.0,-1.8369701987210294e-16,0.0,0.0,0.0709707089689943,0.0,0.0,0.0,0.0,0.0,1090.0,0.0,1090.0,0.0,0.9999999900000002,0.0
