location,cutoff_date,forecast_date,forecast_week,forecast,raw_model_output,target_mode,reference_date,target_end_date,horizon
09,2024-11-23,2024-11-30,1,9.181245803833008,2.3205473,log,2024-11-23,2024-11-30,1
09,2024-11-23,2024-12-07,2,15.583029747009277,2.80838,log,2024-11-23,2024-12-07,2
09,2024-11-23,2024-12-14,3,25.481277465820312,3.276438,log,2024-11-23,2024-12-14,3
09,2024-11-23,2024-12-21,4,33.014278411865234,3.5267804,log,2024-11-23,2024-12-21,4
10,2024-11-23,2024-11-30,1,7.578299522399902,2.1492357,log,2024-11-23,2024-11-30,1
10,2024-11-23,2024-12-07,2,13.199287414550781,2.6531918,log,2024-11-23,2024-12-07,2
10,2024-11-23,2024-12-14,3,18.899845123291016,2.990712,log,2024-11-23,2024-12-14,3
10,2024-11-23,2024-12-21,4,20.62111473083496,3.0736704,log,2024-11-23,2024-12-21,4
11,2024-11-23,2024-11-30,1,9.666544914245605,2.3671122,log,2024-11-23,2024-11-30,1
11,2024-11-23,2024-12-07,2,13.405655860900879,2.667621,log,2024-11-23,2024-12-07,2
11,2024-11-23,2024-12-14,3,20.879623413085938,3.0855558,log,2024-11-23,2024-12-14,3
11,2024-11-23,2024-12-21,4,23.82158851623535,3.2117138,log,2024-11-23,2024-12-21,4
12,2024-11-23,2024-11-30,1,596.643798828125,6.392995,log,2024-11-23,2024-11-30,1
12,2024-11-23,2024-12-07,2,646.0891723632812,6.472484,log,2024-11-23,2024-12-07,2
12,2024-11-23,2024-12-14,3,647.0380859375,6.4739494,log,2024-11-23,2024-12-14,3
12,2024-11-23,2024-12-21,4,901.8722534179688,6.805581,log,2024-11-23,2024-12-21,4
13,2024-11-23,2024-11-30,1,70.86773681640625,4.2748275,log,2024-11-23,2024-11-30,1
13,2024-11-23,2024-12-07,2,102.80966186523438,4.642559,log,2024-11-23,2024-12-07,2
13,2024-11-23,2024-12-14,3,176.84646606445312,5.1809206,log,2024-11-23,2024-12-14,3
13,2024-11-23,2024-12-21,4,259.7403869628906,5.563525,log,2024-11-23,2024-12-21,4
15,2024-11-23,2024-11-30,1,16.22598648071289,2.846419,log,2024-11-23,2024-11-30,1
15,2024-11-23,2024-12-07,2,24.50923728942871,3.2390406,log,2024-11-23,2024-12-07,2
15,2024-11-23,2024-12-14,3,36.991764068603516,3.6373694,log,2024-11-23,2024-12-14,3
15,2024-11-23,2024-12-21,4,51.80502700805664,3.9666064,log,2024-11-23,2024-12-21,4
16,2024-11-23,2024-11-30,1,26.014585494995117,3.296377,log,2024-11-23,2024-11-30,1
16,2024-11-23,2024-12-07,2,31.58371353149414,3.4838126,log,2024-11-23,2024-12-07,2
16,2024-11-23,2024-12-14,3,37.30803680419922,3.6456597,log,2024-11-23,2024-12-14,3
16,2024-11-23,2024-12-21,4,46.17271041870117,3.8538156,log,2024-11-23,2024-12-21,4
17,2024-11-23,2024-11-30,1,126.7319107055664,4.8499336,log,2024-11-23,2024-11-30,1
17,2024-11-23,2024-12-07,2,172.00265502929688,5.153307,log,2024-11-23,2024-12-07,2
17,2024-11-23,2024-12-14,3,269.39556884765625,5.599886,log,2024-11-23,2024-12-14,3
17,2024-11-23,2024-12-21,4,394.1555480957031,5.9792795,log,2024-11-23,2024-12-21,4
18,2024-11-23,2024-11-30,1,48.25246047973633,3.8969593,log,2024-11-23,2024-11-30,1
18,2024-11-23,2024-12-07,2,85.10921478271484,4.4556165,log,2024-11-23,2024-12-07,2
18,2024-11-23,2024-12-14,3,123.18994140625,4.821812,log,2024-11-23,2024-12-14,3
18,2024-11-23,2024-12-21,4,153.79827880859375,5.042123,log,2024-11-23,2024-12-21,4
19,2024-11-23,2024-11-30,1,7.516946792602539,2.142058,log,2024-11-23,2024-11-30,1
19,2024-11-23,2024-12-07,2,13.00306510925293,2.6392763,log,2024-11-23,2024-12-07,2
19,2024-11-23,2024-12-14,3,21.554553985595703,3.115937,log,2024-11-23,2024-12-14,3
19,2024-11-23,2024-12-21,4,41.209659576416016,3.742649,log,2024-11-23,2024-12-21,4
20,2024-11-23,2024-11-30,1,22.787639617919922,3.169166,log,2024-11-23,2024-11-30,1
20,2024-11-23,2024-12-07,2,35.62368392944336,3.6006951,log,2024-11-23,2024-12-07,2
20,2024-11-23,2024-12-14,3,55.33719253540039,4.031355,log,2024-11-23,2024-12-14,3
20,2024-11-23,2024-12-21,4,70.76100158691406,4.273341,log,2024-11-23,2024-12-21,4
21,2024-11-23,2024-11-30,1,24.341753005981445,3.2324533,log,2024-11-23,2024-11-30,1
21,2024-11-23,2024-12-07,2,39.454402923583984,3.7001755,log,2024-11-23,2024-12-07,2
21,2024-11-23,2024-12-14,3,65.80525207519531,4.2017817,log,2024-11-23,2024-12-14,3
21,2024-11-23,2024-12-21,4,87.93209075927734,4.487873,log,2024-11-23,2024-12-21,4
22,2024-11-23,2024-11-30,1,111.93634033203125,4.7268243,log,2024-11-23,2024-11-30,1
22,2024-11-23,2024-12-07,2,148.55514526367188,5.007665,log,2024-11-23,2024-12-07,2
22,2024-11-23,2024-12-14,3,151.3302001953125,5.0260506,log,2024-11-23,2024-12-14,3
22,2024-11-23,2024-12-21,4,210.79249572753906,5.355607,log,2024-11-23,2024-12-21,4
23,2024-11-23,2024-11-30,1,2.168504238128662,1.1532596,log,2024-11-23,2024-11-30,1
23,2024-11-23,2024-12-07,2,4.713375568389893,1.74281,log,2024-11-23,2024-12-07,2
23,2024-11-23,2024-12-14,3,10.789295196533203,2.467192,log,2024-11-23,2024-12-14,3
23,2024-11-23,2024-12-21,4,17.799339294433594,2.9338217,log,2024-11-23,2024-12-21,4
24,2024-11-23,2024-11-30,1,23.19607925415039,3.1861906,log,2024-11-23,2024-11-30,1
24,2024-11-23,2024-12-07,2,36.482608795166016,3.623877,log,2024-11-23,2024-12-07,2
24,2024-11-23,2024-12-14,3,59.83964157104492,4.1082416,log,2024-11-23,2024-12-14,3
24,2024-11-23,2024-12-21,4,98.1307144165039,4.5964394,log,2024-11-23,2024-12-21,4
25,2024-11-23,2024-11-30,1,54.00089645385742,4.0073495,log,2024-11-23,2024-11-30,1
25,2024-11-23,2024-12-07,2,78.37059020996094,4.374128,log,2024-11-23,2024-12-07,2
25,2024-11-23,2024-12-14,3,126.94062805175781,4.8515663,log,2024-11-23,2024-12-14,3
25,2024-11-23,2024-12-21,4,174.3291473388672,5.166665,log,2024-11-23,2024-12-21,4
26,2024-11-23,2024-11-30,1,115.97335815429688,4.761946,log,2024-11-23,2024-11-30,1
26,2024-11-23,2024-12-07,2,156.1144256591797,5.0569744,log,2024-11-23,2024-12-07,2
26,2024-11-23,2024-12-14,3,178.51666259765625,5.190268,log,2024-11-23,2024-12-14,3
26,2024-11-23,2024-12-21,4,335.73870849609375,5.8193073,log,2024-11-23,2024-12-21,4
27,2024-11-23,2024-11-30,1,14.16612720489502,2.7190645,log,2024-11-23,2024-11-30,1
27,2024-11-23,2024-12-07,2,28.240480422973633,3.375554,log,2024-11-23,2024-12-07,2
27,2024-11-23,2024-12-14,3,33.19027328491211,3.5319412,log,2024-11-23,2024-12-14,3
27,2024-11-23,2024-12-21,4,38.67572784423828,3.6807396,log,2024-11-23,2024-12-21,4
28,2024-11-23,2024-11-30,1,56.64275360107422,4.0542645,log,2024-11-23,2024-11-30,1
28,2024-11-23,2024-12-07,2,83.23917388916016,4.43366,log,2024-11-23,2024-12-07,2
28,2024-11-23,2024-12-14,3,107.61162567138672,4.6877785,log,2024-11-23,2024-12-14,3
28,2024-11-23,2024-12-21,4,148.56063842773438,5.007702,log,2024-11-23,2024-12-21,4
29,2024-11-23,2024-11-30,1,56.47442626953125,4.05134,log,2024-11-23,2024-11-30,1
29,2024-11-23,2024-12-07,2,80.14237976074219,4.3962054,log,2024-11-23,2024-12-07,2
29,2024-11-23,2024-12-14,3,118.77025604248047,4.7855754,log,2024-11-23,2024-12-14,3
29,2024-11-23,2024-12-21,4,189.20123291015625,5.2480826,log,2024-11-23,2024-12-21,4
30,2024-11-23,2024-11-30,1,3.5886459350585938,1.523585,log,2024-11-23,2024-11-30,1
30,2024-11-23,2024-12-07,2,4.235401630401611,1.6554435,log,2024-11-23,2024-12-07,2
30,2024-11-23,2024-12-14,3,11.155320167541504,2.497767,log,2024-11-23,2024-12-14,3
30,2024-11-23,2024-12-21,4,13.93600082397461,2.7037745,log,2024-11-23,2024-12-21,4
31,2024-11-23,2024-11-30,1,7.466849327087402,2.1361585,log,2024-11-23,2024-11-30,1
31,2024-11-23,2024-12-07,2,11.591145515441895,2.5329938,log,2024-11-23,2024-12-07,2
31,2024-11-23,2024-12-14,3,19.513019561767578,3.0210598,log,2024-11-23,2024-12-14,3
31,2024-11-23,2024-12-21,4,31.202781677246094,3.4720528,log,2024-11-23,2024-12-21,4
32,2024-11-23,2024-11-30,1,67.36605072021484,4.2248764,log,2024-11-23,2024-11-30,1
32,2024-11-23,2024-12-07,2,78.78772735595703,4.3793697,log,2024-11-23,2024-12-07,2
32,2024-11-23,2024-12-14,3,98.59679412841797,4.60113,log,2024-11-23,2024-12-14,3
32,2024-11-23,2024-12-21,4,121.84795379638672,4.8109474,log,2024-11-23,2024-12-21,4
33,2024-11-23,2024-11-30,1,13.218282699584961,2.6545286,log,2024-11-23,2024-11-30,1
33,2024-11-23,2024-12-07,2,21.37566566467285,3.107974,log,2024-11-23,2024-12-07,2
33,2024-11-23,2024-12-14,3,25.761810302734375,3.2869759,log,2024-11-23,2024-12-14,3
33,2024-11-23,2024-12-21,4,23.785137176513672,3.2102442,log,2024-11-23,2024-12-21,4
34,2024-11-23,2024-11-30,1,67.73748779296875,4.2302947,log,2024-11-23,2024-11-30,1
34,2024-11-23,2024-12-07,2,115.865478515625,4.7610235,log,2024-11-23,2024-12-07,2
34,2024-11-23,2024-12-14,3,143.95132446289062,4.976398,log,2024-11-23,2024-12-14,3
34,2024-11-23,2024-12-21,4,187.71307373046875,5.2402277,log,2024-11-23,2024-12-21,4
35,2024-11-23,2024-11-30,1,29.163057327270508,3.4066179,log,2024-11-23,2024-11-30,1
35,2024-11-23,2024-12-07,2,37.6016960144043,3.6532962,log,2024-11-23,2024-12-07,2
35,2024-11-23,2024-12-14,3,34.71769332885742,3.5756462,log,2024-11-23,2024-12-14,3
35,2024-11-23,2024-12-21,4,61.165184020996094,4.129795,log,2024-11-23,2024-12-21,4
36,2024-11-23,2024-11-30,1,128.93011474609375,4.866997,log,2024-11-23,2024-11-30,1
36,2024-11-23,2024-12-07,2,177.0370330810547,5.1819916,log,2024-11-23,2024-12-07,2
36,2024-11-23,2024-12-14,3,271.426513671875,5.607369,log,2024-11-23,2024-12-14,3
36,2024-11-23,2024-12-21,4,401.74395751953125,5.998301,log,2024-11-23,2024-12-21,4
37,2024-11-23,2024-11-30,1,41.72274398803711,3.7547314,log,2024-11-23,2024-11-30,1
37,2024-11-23,2024-12-07,2,52.53923034667969,3.9804146,log,2024-11-23,2024-12-07,2
37,2024-11-23,2024-12-14,3,63.82135772705078,4.171635,log,2024-11-23,2024-12-14,3
37,2024-11-23,2024-12-21,4,106.82258605957031,4.680487,log,2024-11-23,2024-12-21,4
38,2024-11-23,2024-11-30,1,2.8976056575775146,1.3603624,log,2024-11-23,2024-11-30,1
38,2024-11-23,2024-12-07,2,3.6388638019561768,1.5344695,log,2024-11-23,2024-12-07,2
38,2024-11-23,2024-12-14,3,9.274725914001465,2.329687,log,2024-11-23,2024-12-14,3
38,2024-11-23,2024-12-21,4,12.964141845703125,2.6364927,log,2024-11-23,2024-12-21,4
39,2024-11-23,2024-11-30,1,39.598594665527344,3.7037334,log,2024-11-23,2024-11-30,1
39,2024-11-23,2024-12-07,2,47.34462356567383,3.878355,log,2024-11-23,2024-12-07,2
39,2024-11-23,2024-12-14,3,50.675804138183594,3.9449897,log,2024-11-23,2024-12-14,3
39,2024-11-23,2024-12-21,4,84.32869720458984,4.446511,log,2024-11-23,2024-12-21,4
40,2024-11-23,2024-11-30,1,22.129343032836914,3.141102,log,2024-11-23,2024-11-30,1
40,2024-11-23,2024-12-07,2,39.582801818847656,3.7033443,log,2024-11-23,2024-12-07,2
40,2024-11-23,2024-12-14,3,61.0731201171875,4.128313,log,2024-11-23,2024-12-14,3
40,2024-11-23,2024-12-21,4,80.11112976074219,4.39582,log,2024-11-23,2024-12-21,4
41,2024-11-23,2024-11-30,1,74.13538360595703,4.3192916,log,2024-11-23,2024-11-30,1
41,2024-11-23,2024-12-07,2,83.97491455078125,4.442356,log,2024-11-23,2024-12-07,2
41,2024-11-23,2024-12-14,3,97.02099609375,4.5851817,log,2024-11-23,2024-12-14,3
41,2024-11-23,2024-12-21,4,108.3525161743164,4.6945767,log,2024-11-23,2024-12-21,4
42,2024-11-23,2024-11-30,1,180.66766357421875,5.202179,log,2024-11-23,2024-11-30,1
42,2024-11-23,2024-12-07,2,184.8961639404297,5.2251883,log,2024-11-23,2024-12-07,2
42,2024-11-23,2024-12-14,3,258.6663818359375,5.5593977,log,2024-11-23,2024-12-14,3
42,2024-11-23,2024-12-21,4,283.672119140625,5.651338,log,2024-11-23,2024-12-21,4
44,2024-11-23,2024-11-30,1,2.528477191925049,1.2608664,log,2024-11-23,2024-11-30,1
44,2024-11-23,2024-12-07,2,3.1294631958007812,1.4181474,log,2024-11-23,2024-12-07,2
44,2024-11-23,2024-12-14,3,4.864876747131348,1.7689815,log,2024-11-23,2024-12-14,3
44,2024-11-23,2024-12-21,4,6.938241481781006,2.0716918,log,2024-11-23,2024-12-21,4
45,2024-11-23,2024-11-30,1,22.49115753173828,3.156624,log,2024-11-23,2024-11-30,1
45,2024-11-23,2024-12-07,2,26.338409423828125,3.3082926,log,2024-11-23,2024-12-07,2
45,2024-11-23,2024-12-14,3,42.95940399169922,3.7832665,log,2024-11-23,2024-12-14,3
45,2024-11-23,2024-12-21,4,66.31364440917969,4.209363,log,2024-11-23,2024-12-21,4
46,2024-11-23,2024-11-30,1,1.5740846395492554,0.945494,log,2024-11-23,2024-11-30,1
46,2024-11-23,2024-12-07,2,2.472095251083374,1.2447582,log,2024-11-23,2024-12-07,2
46,2024-11-23,2024-12-14,3,3.339541435241699,1.4677687,log,2024-11-23,2024-12-14,3
46,2024-11-23,2024-12-21,4,5.886786937713623,1.9296046,log,2024-11-23,2024-12-21,4
47,2024-11-23,2024-11-30,1,63.33464431762695,4.1640983,log,2024-11-23,2024-11-30,1
47,2024-11-23,2024-12-07,2,87.827880859375,4.4867005,log,2024-11-23,2024-12-07,2
47,2024-11-23,2024-12-14,3,97.67491149902344,4.5918307,log,2024-11-23,2024-12-14,3
47,2024-11-23,2024-12-21,4,103.8010025024414,4.6520634,log,2024-11-23,2024-12-21,4
48,2024-11-23,2024-11-30,1,334.99737548828125,5.8171034,log,2024-11-23,2024-11-30,1
48,2024-11-23,2024-12-07,2,448.5726013183594,6.1082973,log,2024-11-23,2024-12-07,2
48,2024-11-23,2024-12-14,3,534.9116821289062,6.2839694,log,2024-11-23,2024-12-14,3
48,2024-11-23,2024-12-21,4,561.3914794921875,6.332198,log,2024-11-23,2024-12-21,4
49,2024-11-23,2024-11-30,1,22.393939971923828,3.152477,log,2024-11-23,2024-11-30,1
49,2024-11-23,2024-12-07,2,33.006832122802734,3.5265615,log,2024-11-23,2024-12-07,2
49,2024-11-23,2024-12-14,3,40.01438903808594,3.713923,log,2024-11-23,2024-12-14,3
49,2024-11-23,2024-12-21,4,79.7989501953125,4.391964,log,2024-11-23,2024-12-21,4
50,2024-11-23,2024-11-30,1,1.4558357000350952,0.8984671,log,2024-11-23,2024-11-30,1
50,2024-11-23,2024-12-07,2,2.456758499145508,1.2403313,log,2024-11-23,2024-12-07,2
50,2024-11-23,2024-12-14,3,3.9416487216949463,1.597699,log,2024-11-23,2024-12-14,3
50,2024-11-23,2024-12-21,4,7.487529277801514,2.138598,log,2024-11-23,2024-12-21,4
51,2024-11-23,2024-11-30,1,47.16201400756836,3.8745706,log,2024-11-23,2024-11-30,1
51,2024-11-23,2024-12-07,2,70.30618286132812,4.266983,log,2024-11-23,2024-12-07,2
51,2024-11-23,2024-12-14,3,106.37247467041016,4.676304,log,2024-11-23,2024-12-14,3
51,2024-11-23,2024-12-21,4,170.91847229003906,5.1470203,log,2024-11-23,2024-12-21,4
53,2024-11-23,2024-11-30,1,37.031005859375,3.6384017,log,2024-11-23,2024-11-30,1
53,2024-11-23,2024-12-07,2,51.984657287597656,3.9700024,log,2024-11-23,2024-12-07,2
53,2024-11-23,2024-12-14,3,65.2103500366211,4.1928368,log,2024-11-23,2024-12-14,3
53,2024-11-23,2024-12-21,4,129.94830322265625,4.8748026,log,2024-11-23,2024-12-21,4
54,2024-11-23,2024-11-30,1,6.82993745803833,2.0579545,log,2024-11-23,2024-11-30,1
54,2024-11-23,2024-12-07,2,11.655146598815918,2.538064,log,2024-11-23,2024-12-07,2
54,2024-11-23,2024-12-14,3,17.71981430053711,2.9295826,log,2024-11-23,2024-12-14,3
54,2024-11-23,2024-12-21,4,34.45751953125,3.5683353,log,2024-11-23,2024-12-21,4
55,2024-11-23,2024-11-30,1,24.515403747558594,3.2392824,log,2024-11-23,2024-11-30,1
55,2024-11-23,2024-12-07,2,32.63114547729492,3.5154526,log,2024-11-23,2024-12-07,2
55,2024-11-23,2024-12-14,3,64.95098876953125,4.188912,log,2024-11-23,2024-12-14,3
55,2024-11-23,2024-12-21,4,78.63462829589844,4.377449,log,2024-11-23,2024-12-21,4
56,2024-11-23,2024-11-30,1,10.368535995483398,2.4308496,log,2024-11-23,2024-11-30,1
56,2024-11-23,2024-12-07,2,12.336125373840332,2.5904765,log,2024-11-23,2024-12-07,2
56,2024-11-23,2024-12-14,3,18.979259490966797,2.9946947,log,2024-11-23,2024-12-14,3
56,2024-11-23,2024-12-21,4,22.237274169921875,3.1457577,log,2024-11-23,2024-12-21,4
72,2024-11-23,2024-11-30,1,185.5034637451172,5.22845,log,2024-11-23,2024-11-30,1
72,2024-11-23,2024-12-07,2,209.9162139892578,5.351461,log,2024-11-23,2024-12-07,2
72,2024-11-23,2024-12-14,3,182.72593688964844,5.213445,log,2024-11-23,2024-12-14,3
72,2024-11-23,2024-12-21,4,157.69439697265625,5.0669804,log,2024-11-23,2024-12-21,4
US,2024-11-23,2024-11-30,1,1465.2752685546875,7.2904806,log,2024-11-23,2024-11-30,1
US,2024-11-23,2024-12-07,2,1467.5584716796875,7.2920365,log,2024-11-23,2024-12-07,2
US,2024-11-23,2024-12-14,3,1349.103759765625,7.207937,log,2024-11-23,2024-12-14,3
US,2024-11-23,2024-12-21,4,1480.1002197265625,7.3005404,log,2024-11-23,2024-12-21,4
01,2024-11-30,2024-12-07,1,102.90806579589844,4.6435065,log,2024-11-30,2024-12-07,1
01,2024-11-30,2024-12-14,2,152.60293579101562,5.034371,log,2024-11-30,2024-12-14,2
01,2024-11-30,2024-12-21,3,220.126953125,5.398737,log,2024-11-30,2024-12-21,3
01,2024-11-30,2024-12-28,4,207.97479248046875,5.3422136,log,2024-11-30,2024-12-28,4
02,2024-11-30,2024-12-07,1,10.989999771118164,2.484073,log,2024-11-30,2024-12-07,1
02,2024-11-30,2024-12-14,2,13.740836143493652,2.6906216,log,2024-11-30,2024-12-14,2
02,2024-11-30,2024-12-21,3,19.282224655151367,3.009745,log,2024-11-30,2024-12-21,3
02,2024-11-30,2024-12-28,4,23.585586547851562,3.2021604,log,2024-11-30,2024-12-28,4
04,2024-11-30,2024-12-07,1,696.8273315429688,6.5479717,log,2024-11-30,2024-12-07,1
04,2024-11-30,2024-12-14,2,567.8758544921875,6.3436623,log,2024-11-30,2024-12-14,2
04,2024-11-30,2024-12-21,3,565.6204833984375,6.3396897,log,2024-11-30,2024-12-21,3
04,2024-11-30,2024-12-28,4,519.4600219726562,6.254713,log,2024-11-30,2024-12-28,4
05,2024-11-30,2024-12-07,1,18.713598251342773,2.9813087,log,2024-11-30,2024-12-07,1
05,2024-11-30,2024-12-14,2,27.118473052978516,3.3364267,log,2024-11-30,2024-12-14,2
05,2024-11-30,2024-12-21,3,41.33193588256836,3.7455418,log,2024-11-30,2024-12-21,3
05,2024-11-30,2024-12-28,4,61.414798736572266,4.1338024,log,2024-11-30,2024-12-28,4
06,2024-11-30,2024-12-07,1,833.7193603515625,6.7270956,log,2024-11-30,2024-12-07,1
06,2024-11-30,2024-12-14,2,892.5947265625,6.7952523,log,2024-11-30,2024-12-14,2
06,2024-11-30,2024-12-21,3,1036.01416015625,6.944101,log,2024-11-30,2024-12-21,3
06,2024-11-30,2024-12-28,4,1159.6666259765625,7.05675,log,2024-11-30,2024-12-28,4
08,2024-11-30,2024-12-07,1,82.26180267333984,4.42199,log,2024-11-30,2024-12-07,1
08,2024-11-30,2024-12-14,2,109.99959564208984,4.7095265,log,2024-11-30,2024-12-14,2
08,2024-11-30,2024-12-21,3,158.65020751953125,5.072985,log,2024-11-30,2024-12-21,3
08,2024-11-30,2024-12-28,4,251.2322235107422,5.53035,log,2024-11-30,2024-12-28,4
09,2024-11-30,2024-12-07,1,16.051616668701172,2.836245,log,2024-11-30,2024-12-07,1
09,2024-11-30,2024-12-14,2,26.68671989440918,3.320953,log,2024-11-30,2024-12-14,2
09,2024-11-30,2024-12-21,3,45.020381927490234,3.8290844,log,2024-11-30,2024-12-21,3
09,2024-11-30,2024-12-28,4,63.208683013916016,4.1621385,log,2024-11-30,2024-12-28,4
10,2024-11-30,2024-12-07,1,8.090046882629395,2.20718,log,2024-11-30,2024-12-07,1
10,2024-11-30,2024-12-14,2,12.712833404541016,2.6183321,log,2024-11-30,2024-12-14,2
10,2024-11-30,2024-12-21,3,18.738332748413086,2.9825625,log,2024-11-30,2024-12-21,3
10,2024-11-30,2024-12-28,4,22.25896453857422,3.1466906,log,2024-11-30,2024-12-28,4
11,2024-11-30,2024-12-07,1,9.129904747009277,2.315492,log,2024-11-30,2024-12-07,1
11,2024-11-30,2024-12-14,2,13.83421516418457,2.6969364,log,2024-11-30,2024-12-14,2
11,2024-11-30,2024-12-21,3,22.258121490478516,3.1466544,log,2024-11-30,2024-12-21,3
11,2024-11-30,2024-12-28,4,34.56772994995117,3.5714388,log,2024-11-30,2024-12-28,4
12,2024-11-30,2024-12-07,1,744.8566284179688,6.6145334,log,2024-11-30,2024-12-07,1
12,2024-11-30,2024-12-14,2,840.4382934570312,6.7351127,log,2024-11-30,2024-12-14,2
12,2024-11-30,2024-12-21,3,1053.470458984375,6.960794,log,2024-11-30,2024-12-21,3
12,2024-11-30,2024-12-28,4,1095.50927734375,6.999887,log,2024-11-30,2024-12-28,4
13,2024-11-30,2024-12-07,1,69.54961395263672,4.256316,log,2024-11-30,2024-12-07,1
13,2024-11-30,2024-12-14,2,110.67180633544922,4.7155643,log,2024-11-30,2024-12-14,2
13,2024-11-30,2024-12-21,3,138.64840698242188,4.939128,log,2024-11-30,2024-12-21,3
13,2024-11-30,2024-12-28,4,184.55935668945312,5.223375,log,2024-11-30,2024-12-28,4
15,2024-11-30,2024-12-07,1,19.689830780029297,3.0296423,log,2024-11-30,2024-12-07,1
15,2024-11-30,2024-12-14,2,36.789955139160156,3.6320434,log,2024-11-30,2024-12-14,2
15,2024-11-30,2024-12-21,3,51.801361083984375,3.966537,log,2024-11-30,2024-12-21,3
15,2024-11-30,2024-12-28,4,59.40563201904297,4.1010823,log,2024-11-30,2024-12-28,4
16,2024-11-30,2024-12-07,1,67.0099868774414,4.2196546,log,2024-11-30,2024-12-07,1
16,2024-11-30,2024-12-14,2,81.25383758544922,4.40981,log,2024-11-30,2024-12-14,2
16,2024-11-30,2024-12-21,3,89.79368591308594,4.5085897,log,2024-11-30,2024-12-21,3
16,2024-11-30,2024-12-28,4,104.31287384033203,4.6569357,log,2024-11-30,2024-12-28,4
17,2024-11-30,2024-12-07,1,124.83847045898438,4.834999,log,2024-11-30,2024-12-07,1
17,2024-11-30,2024-12-14,2,171.39590454101562,5.1497936,log,2024-11-30,2024-12-14,2
17,2024-11-30,2024-12-21,3,225.03590393066406,5.420694,log,2024-11-30,2024-12-21,3
17,2024-11-30,2024-12-28,4,306.248046875,5.7276554,log,2024-11-30,2024-12-28,4
18,2024-11-30,2024-12-07,1,54.20492172241211,4.011052,log,2024-11-30,2024-12-07,1
18,2024-11-30,2024-12-14,2,66.56904602050781,4.21315,log,2024-11-30,2024-12-14,2
18,2024-11-30,2024-12-21,3,113.9510498046875,4.7445064,log,2024-11-30,2024-12-21,3
18,2024-11-30,2024-12-28,4,121.99372100830078,4.8121333,log,2024-11-30,2024-12-28,4
19,2024-11-30,2024-12-07,1,7.5089921951293945,2.1411235,log,2024-11-30,2024-12-07,1
19,2024-11-30,2024-12-14,2,13.098065376281738,2.6460376,log,2024-11-30,2024-12-14,2
19,2024-11-30,2024-12-21,3,21.811634063720703,3.1272707,log,2024-11-30,2024-12-21,3
19,2024-11-30,2024-12-28,4,40.23550033569336,3.7192996,log,2024-11-30,2024-12-28,4
20,2024-11-30,2024-12-07,1,30.7044677734375,3.4564576,log,2024-11-30,2024-12-07,1
20,2024-11-30,2024-12-14,2,35.09439468383789,3.5861375,log,2024-11-30,2024-12-14,2
20,2024-11-30,2024-12-21,3,49.27532196044922,3.9175143,log,2024-11-30,2024-12-21,3
20,2024-11-30,2024-12-28,4,74.98213195800781,4.330498,log,2024-11-30,2024-12-28,4
21,2024-11-30,2024-12-07,1,29.445825576782227,3.4159489,log,2024-11-30,2024-12-07,1
21,2024-11-30,2024-12-14,2,44.76665115356445,3.8235557,log,2024-11-30,2024-12-14,2
21,2024-11-30,2024-12-21,3,67.48445892333984,4.226607,log,2024-11-30,2024-12-21,3
21,2024-11-30,2024-12-28,4,91.87737274169922,4.53128,log,2024-11-30,2024-12-28,4
22,2024-11-30,2024-12-07,1,186.73361206054688,5.235024,log,2024-11-30,2024-12-07,1
22,2024-11-30,2024-12-14,2,212.8240203857422,5.3651533,log,2024-11-30,2024-12-14,2
22,2024-11-30,2024-12-21,3,265.32928466796875,5.5847335,log,2024-11-30,2024-12-21,3
22,2024-11-30,2024-12-28,4,294.798828125,5.6896796,log,2024-11-30,2024-12-28,4
23,2024-11-30,2024-12-07,1,3.523627281188965,1.5093142,log,2024-11-30,2024-12-07,1
23,2024-11-30,2024-12-14,2,5.552852630615234,1.8799005,log,2024-11-30,2024-12-14,2
23,2024-11-30,2024-12-21,3,8.543478012084961,2.255858,log,2024-11-30,2024-12-21,3
23,2024-11-30,2024-12-28,4,13.367188453674316,2.664947,log,2024-11-30,2024-12-28,4
24,2024-11-30,2024-12-07,1,28.881866455078125,3.3972518,log,2024-11-30,2024-12-07,1
24,2024-11-30,2024-12-14,2,42.906883239746094,3.782071,log,2024-11-30,2024-12-14,2
24,2024-11-30,2024-12-21,3,79.40404510498047,4.3870645,log,2024-11-30,2024-12-21,3
24,2024-11-30,2024-12-28,4,123.74748229980469,4.8262916,log,2024-11-30,2024-12-28,4
25,2024-11-30,2024-12-07,1,119.51305389404297,4.791758,log,2024-11-30,2024-12-07,1
25,2024-11-30,2024-12-14,2,153.82293701171875,5.042282,log,2024-11-30,2024-12-14,2
25,2024-11-30,2024-12-21,3,218.67222595214844,5.3921366,log,2024-11-30,2024-12-21,3
25,2024-11-30,2024-12-28,4,264.9390563964844,5.583267,log,2024-11-30,2024-12-28,4
26,2024-11-30,2024-12-07,1,82.95738220214844,4.4303093,log,2024-11-30,2024-12-07,1
26,2024-11-30,2024-12-14,2,99.97962188720703,4.6149187,log,2024-11-30,2024-12-14,2
26,2024-11-30,2024-12-21,3,121.83008575439453,4.810802,log,2024-11-30,2024-12-21,3
26,2024-11-30,2024-12-28,4,209.7238006591797,5.3505483,log,2024-11-30,2024-12-28,4
27,2024-11-30,2024-12-07,1,22.99820899963379,3.1779792,log,2024-11-30,2024-12-07,1
