location,cutoff_date,forecast_date,forecast_week,forecast,raw_model_output,target_mode,reference_date,target_end_date,horizon
40,2025-01-25,2025-02-08,2,480.3208923339844,6.176534,log,2025-01-25,2025-02-08,2
40,2025-01-25,2025-02-15,3,389.0013732910156,5.9661503,log,2025-01-25,2025-02-15,3
40,2025-01-25,2025-02-22,4,346.0113830566406,5.8493576,log,2025-01-25,2025-02-22,4
41,2025-01-25,2025-02-01,1,228.3080291748047,5.435066,log,2025-01-25,2025-02-01,1
41,2025-01-25,2025-02-08,2,170.16233825683594,5.1426125,log,2025-01-25,2025-02-08,2
41,2025-01-25,2025-02-15,3,123.75675964355469,4.826366,log,2025-01-25,2025-02-15,3
41,2025-01-25,2025-02-22,4,146.43736267089844,4.9934034,log,2025-01-25,2025-02-22,4
42,2025-01-25,2025-02-01,1,2535.3212890625,7.83847,log,2025-01-25,2025-02-01,1
42,2025-01-25,2025-02-08,2,1814.5040283203125,7.5041184,log,2025-01-25,2025-02-08,2
42,2025-01-25,2025-02-15,3,1106.820556640625,7.01015,log,2025-01-25,2025-02-15,3
42,2025-01-25,2025-02-22,4,820.6990966796875,6.7113743,log,2025-01-25,2025-02-22,4
44,2025-01-25,2025-02-01,1,105.41438293457031,4.6673408,log,2025-01-25,2025-02-01,1
44,2025-01-25,2025-02-08,2,67.48432922363281,4.226605,log,2025-01-25,2025-02-08,2
44,2025-01-25,2025-02-15,3,40.96778106689453,3.7369022,log,2025-01-25,2025-02-15,3
44,2025-01-25,2025-02-22,4,38.37163543701172,3.6730456,log,2025-01-25,2025-02-22,4
45,2025-01-25,2025-02-01,1,884.1786499023438,6.7857895,log,2025-01-25,2025-02-01,1
45,2025-01-25,2025-02-08,2,697.467529296875,6.5488887,log,2025-01-25,2025-02-08,2
45,2025-01-25,2025-02-15,3,527.88427734375,6.2707696,log,2025-01-25,2025-02-15,3
45,2025-01-25,2025-02-22,4,382.5990295410156,5.949598,log,2025-01-25,2025-02-22,4
46,2025-01-25,2025-02-01,1,100.25599670410156,4.617652,log,2025-01-25,2025-02-01,1
46,2025-01-25,2025-02-08,2,65.6384506225586,4.1992817,log,2025-01-25,2025-02-08,2
46,2025-01-25,2025-02-15,3,44.42292404174805,3.816017,log,2025-01-25,2025-02-15,3
46,2025-01-25,2025-02-22,4,36.28648376464844,3.618631,log,2025-01-25,2025-02-22,4
47,2025-01-25,2025-02-01,1,576.1173095703125,6.3580456,log,2025-01-25,2025-02-01,1
47,2025-01-25,2025-02-08,2,358.0316162109375,5.8834105,log,2025-01-25,2025-02-08,2
47,2025-01-25,2025-02-15,3,268.3946838378906,5.5961776,log,2025-01-25,2025-02-15,3
47,2025-01-25,2025-02-22,4,306.9205322265625,5.7298417,log,2025-01-25,2025-02-22,4
48,2025-01-25,2025-02-01,1,2663.17333984375,7.887649,log,2025-01-25,2025-02-01,1
48,2025-01-25,2025-02-08,2,2045.1854248046875,7.6237326,log,2025-01-25,2025-02-08,2
48,2025-01-25,2025-02-15,3,1413.7860107421875,7.2547336,log,2025-01-25,2025-02-15,3
48,2025-01-25,2025-02-22,4,1045.47802734375,6.9531856,log,2025-01-25,2025-02-22,4
49,2025-01-25,2025-02-01,1,165.60939025878906,5.115652,log,2025-01-25,2025-02-01,1
49,2025-01-25,2025-02-08,2,95.15292358398438,4.56594,log,2025-01-25,2025-02-08,2
49,2025-01-25,2025-02-15,3,60.56117248535156,4.1200314,log,2025-01-25,2025-02-15,3
49,2025-01-25,2025-02-22,4,63.317161560058594,4.1638265,log,2025-01-25,2025-02-22,4
50,2025-01-25,2025-02-01,1,59.01625442504883,4.0946155,log,2025-01-25,2025-02-01,1
50,2025-01-25,2025-02-08,2,35.93798828125,3.6092405,log,2025-01-25,2025-02-08,2
50,2025-01-25,2025-02-15,3,26.082487106323242,3.2988873,log,2025-01-25,2025-02-15,3
50,2025-01-25,2025-02-22,4,23.627498626708984,3.2038636,log,2025-01-25,2025-02-22,4
51,2025-01-25,2025-02-01,1,858.3751831054688,6.7562056,log,2025-01-25,2025-02-01,1
51,2025-01-25,2025-02-08,2,533.733642578125,6.281769,log,2025-01-25,2025-02-08,2
51,2025-01-25,2025-02-15,3,415.4144592285156,6.031681,log,2025-01-25,2025-02-15,3
51,2025-01-25,2025-02-22,4,381.40155029296875,5.946471,log,2025-01-25,2025-02-22,4
53,2025-01-25,2025-02-01,1,378.3992614746094,5.938589,log,2025-01-25,2025-02-01,1
53,2025-01-25,2025-02-08,2,242.5416259765625,5.495288,log,2025-01-25,2025-02-08,2
53,2025-01-25,2025-02-15,3,193.758056640625,5.271758,log,2025-01-25,2025-02-15,3
53,2025-01-25,2025-02-22,4,231.82394409179688,5.4502826,log,2025-01-25,2025-02-22,4
54,2025-01-25,2025-02-01,1,162.7696990966797,5.098461,log,2025-01-25,2025-02-01,1
54,2025-01-25,2025-02-08,2,118.23245239257812,4.781075,log,2025-01-25,2025-02-08,2
54,2025-01-25,2025-02-15,3,83.0212173461914,4.4310694,log,2025-01-25,2025-02-15,3
54,2025-01-25,2025-02-22,4,94.5378646850586,4.5595226,log,2025-01-25,2025-02-22,4
55,2025-01-25,2025-02-01,1,757.1276245117188,6.6308517,log,2025-01-25,2025-02-01,1
55,2025-01-25,2025-02-08,2,505.14459228515625,6.2268224,log,2025-01-25,2025-02-08,2
55,2025-01-25,2025-02-15,3,456.79913330078125,6.1264305,log,2025-01-25,2025-02-15,3
55,2025-01-25,2025-02-22,4,282.3338928222656,5.646626,log,2025-01-25,2025-02-22,4
56,2025-01-25,2025-02-01,1,53.837120056152344,4.0043674,log,2025-01-25,2025-02-01,1
56,2025-01-25,2025-02-08,2,30.325912475585938,3.4444456,log,2025-01-25,2025-02-08,2
56,2025-01-25,2025-02-15,3,20.972806930541992,3.0898056,log,2025-01-25,2025-02-15,3
56,2025-01-25,2025-02-22,4,15.496386528015137,2.8031414,log,2025-01-25,2025-02-22,4
72,2025-01-25,2025-02-01,1,485.869873046875,6.187997,log,2025-01-25,2025-02-01,1
72,2025-01-25,2025-02-08,2,326.18316650390625,5.79052,log,2025-01-25,2025-02-08,2
72,2025-01-25,2025-02-15,3,175.32089233398438,5.1723056,log,2025-01-25,2025-02-15,3
72,2025-01-25,2025-02-22,4,179.96923828125,5.198327,log,2025-01-25,2025-02-22,4
US,2025-01-25,2025-02-01,1,12416.1,7.877675,log,2025-01-25,2025-02-01,1
US,2025-01-25,2025-02-08,2,3538.5885,7.6040444,log,2025-01-25,2025-02-08,2
US,2025-01-25,2025-02-15,3,1247.2781982421875,7.1295204,log,2025-01-25,2025-02-15,3
US,2025-01-25,2025-02-22,4,885.2197265625,6.786965,log,2025-01-25,2025-02-22,4
01,2025-02-01,2025-02-08,1,536.72705078125,6.287351,log,2025-02-01,2025-02-08,1
01,2025-02-01,2025-02-15,2,588.3704833984375,6.379055,log,2025-02-01,2025-02-15,2
01,2025-02-01,2025-02-22,3,350.1194152832031,5.8611264,log,2025-02-01,2025-02-22,3
01,2025-02-01,2025-03-01,4,285.7933654785156,5.658762,log,2025-02-01,2025-03-01,4
02,2025-02-01,2025-02-08,1,29.7052001953125,3.424432,log,2025-02-01,2025-02-08,1
02,2025-02-01,2025-02-15,2,21.055139541625977,3.0935457,log,2025-02-01,2025-02-15,2
02,2025-02-01,2025-02-22,3,15.288093566894531,2.7904344,log,2025-02-01,2025-02-22,3
02,2025-02-01,2025-03-01,4,10.05419635772705,2.40281,log,2025-02-01,2025-03-01,4
04,2025-02-01,2025-02-08,1,641.1223754882812,6.464779,log,2025-02-01,2025-02-08,1
04,2025-02-01,2025-02-15,2,551.592041015625,6.31462,log,2025-02-01,2025-02-15,2
04,2025-02-01,2025-02-22,3,389.6384582519531,5.9677825,log,2025-02-01,2025-02-22,3
04,2025-02-01,2025-03-01,4,310.9329528808594,5.7427883,log,2025-02-01,2025-03-01,4
05,2025-02-01,2025-02-08,1,740.205078125,6.6082773,log,2025-02-01,2025-02-08,1
05,2025-02-01,2025-02-15,2,719.1768798828125,6.579497,log,2025-02-01,2025-02-15,2
05,2025-02-01,2025-02-22,3,514.2288818359375,6.2446113,log,2025-02-01,2025-02-22,3
05,2025-02-01,2025-03-01,4,350.6535949707031,5.8626466,log,2025-02-01,2025-03-01,4
06,2025-02-01,2025-02-08,1,3294.201416015625,8.100223,log,2025-02-01,2025-02-08,1
06,2025-02-01,2025-02-15,2,2551.735107421875,7.8449206,log,2025-02-01,2025-02-15,2
06,2025-02-01,2025-02-22,3,1954.3804931640625,7.57834,log,2025-02-01,2025-02-22,3
06,2025-02-01,2025-03-01,4,1085.17431640625,6.990417,log,2025-02-01,2025-03-01,4
08,2025-02-01,2025-02-08,1,526.6058959960938,6.2683496,log,2025-02-01,2025-02-08,1
08,2025-02-01,2025-02-15,2,448.1365661621094,6.107327,log,2025-02-01,2025-02-15,2
08,2025-02-01,2025-02-22,3,308.9900817871094,5.7365403,log,2025-02-01,2025-02-22,3
08,2025-02-01,2025-03-01,4,271.17266845703125,5.6064367,log,2025-02-01,2025-03-01,4
09,2025-02-01,2025-02-08,1,572.4029541015625,6.3515887,log,2025-02-01,2025-02-08,1
09,2025-02-01,2025-02-15,2,389.59600830078125,5.967674,log,2025-02-01,2025-02-15,2
09,2025-02-01,2025-02-22,3,273.3619079589844,5.614448,log,2025-02-01,2025-02-22,3
09,2025-02-01,2025-03-01,4,165.85545349121094,5.117128,log,2025-02-01,2025-03-01,4
10,2025-02-01,2025-02-08,1,176.32720947265625,5.1779966,log,2025-02-01,2025-02-08,1
10,2025-02-01,2025-02-15,2,104.4320068359375,4.6580663,log,2025-02-01,2025-02-15,2
10,2025-02-01,2025-02-22,3,50.86716079711914,3.948686,log,2025-02-01,2025-02-22,3
10,2025-02-01,2025-03-01,4,45.992130279541016,3.84998,log,2025-02-01,2025-03-01,4
11,2025-02-01,2025-02-08,1,176.24368286132812,5.1775255,log,2025-02-01,2025-02-08,1
11,2025-02-01,2025-02-15,2,151.67022705078125,5.0282803,log,2025-02-01,2025-02-15,2
11,2025-02-01,2025-02-22,3,111.6245346069336,4.7240596,log,2025-02-01,2025-02-22,3
11,2025-02-01,2025-03-01,4,43.333778381347656,3.7917469,log,2025-02-01,2025-03-01,4
12,2025-02-01,2025-02-08,1,3077.7001953125,8.032263,log,2025-02-01,2025-02-08,1
12,2025-02-01,2025-02-15,2,2517.009521484375,7.831224,log,2025-02-01,2025-02-15,2
12,2025-02-01,2025-02-22,3,1894.302001953125,7.5471334,log,2025-02-01,2025-02-22,3
12,2025-02-01,2025-03-01,4,959.2642211914062,6.8672085,log,2025-02-01,2025-03-01,4
13,2025-02-01,2025-02-08,1,1714.013916015625,7.4471765,log,2025-02-01,2025-02-08,1
13,2025-02-01,2025-02-15,2,1530.3941650390625,7.333934,log,2025-02-01,2025-02-15,2
13,2025-02-01,2025-02-22,3,1188.037841796875,7.0808997,log,2025-02-01,2025-02-22,3
13,2025-02-01,2025-03-01,4,898.2472534179688,6.801558,log,2025-02-01,2025-03-01,4
15,2025-02-01,2025-02-08,1,63.11616516113281,4.1606965,log,2025-02-01,2025-02-08,1
15,2025-02-01,2025-02-15,2,43.08853530883789,3.7861998,log,2025-02-01,2025-02-15,2
15,2025-02-01,2025-02-22,3,26.468921661376953,3.3130553,log,2025-02-01,2025-02-22,3
15,2025-02-01,2025-03-01,4,16.966459274291992,2.8885067,log,2025-02-01,2025-03-01,4
16,2025-02-01,2025-02-08,1,194.2041473388672,5.274046,log,2025-02-01,2025-02-08,1
16,2025-02-01,2025-02-15,2,123.88192749023438,4.8273687,log,2025-02-01,2025-02-15,2
16,2025-02-01,2025-02-22,3,90.20703887939453,4.513132,log,2025-02-01,2025-02-22,3
16,2025-02-01,2025-03-01,4,71.9126968383789,4.289263,log,2025-02-01,2025-03-01,4
17,2025-02-01,2025-02-08,1,3066.18603515625,8.028516,log,2025-02-01,2025-02-08,1
17,2025-02-01,2025-02-15,2,2176.464599609375,7.6859164,log,2025-02-01,2025-02-15,2
17,2025-02-01,2025-02-22,3,1477.2841796875,7.2986374,log,2025-02-01,2025-02-22,3
17,2025-02-01,2025-03-01,4,793.7758178710938,6.67806,log,2025-02-01,2025-03-01,4
18,2025-02-01,2025-02-08,1,1689.339111328125,7.4326844,log,2025-02-01,2025-02-08,1
18,2025-02-01,2025-02-15,2,2108.452880859375,7.654184,log,2025-02-01,2025-02-15,2
18,2025-02-01,2025-02-22,3,1409.1978759765625,7.2514853,log,2025-02-01,2025-02-22,3
18,2025-02-01,2025-03-01,4,691.0422973632812,6.539647,log,2025-02-01,2025-03-01,4
19,2025-02-01,2025-02-08,1,506.30535888671875,6.229113,log,2025-02-01,2025-02-08,1
19,2025-02-01,2025-02-15,2,358.0225524902344,5.883385,log,2025-02-01,2025-02-15,2
19,2025-02-01,2025-02-22,3,270.81640625,5.605127,log,2025-02-01,2025-02-22,3
19,2025-02-01,2025-03-01,4,161.7148895263672,5.0919995,log,2025-02-01,2025-03-01,4
20,2025-02-01,2025-02-08,1,311.9347229003906,5.7459946,log,2025-02-01,2025-02-08,1
20,2025-02-01,2025-02-15,2,280.52618408203125,5.6402254,log,2025-02-01,2025-02-15,2
20,2025-02-01,2025-02-22,3,157.8314208984375,5.0678434,log,2025-02-01,2025-02-22,3
20,2025-02-01,2025-03-01,4,143.12620544433594,4.9706893,log,2025-02-01,2025-03-01,4
21,2025-02-01,2025-02-08,1,688.975341796875,6.536656,log,2025-02-01,2025-02-08,1
21,2025-02-01,2025-02-15,2,755.6469116210938,6.6288967,log,2025-02-01,2025-02-15,2
21,2025-02-01,2025-02-22,3,441.12591552734375,6.0915947,log,2025-02-01,2025-02-22,3
21,2025-02-01,2025-03-01,4,443.8415832519531,6.0977182,log,2025-02-01,2025-03-01,4
22,2025-02-01,2025-02-08,1,495.2637634277344,6.2071075,log,2025-02-01,2025-02-08,1
22,2025-02-01,2025-02-15,2,388.5857849121094,5.965084,log,2025-02-01,2025-02-15,2
22,2025-02-01,2025-02-22,3,328.9202575683594,5.798851,log,2025-02-01,2025-02-22,3
22,2025-02-01,2025-03-01,4,251.60595703125,5.531831,log,2025-02-01,2025-03-01,4
23,2025-02-01,2025-02-08,1,201.33428955078125,5.3099213,log,2025-02-01,2025-02-08,1
23,2025-02-01,2025-02-15,2,168.14694213867188,5.130768,log,2025-02-01,2025-02-15,2
23,2025-02-01,2025-02-22,3,113.2167739868164,4.738098,log,2025-02-01,2025-02-22,3
23,2025-02-01,2025-03-01,4,69.42840576171875,4.2545967,log,2025-02-01,2025-03-01,4
24,2025-02-01,2025-02-08,1,931.7152709960938,6.8381,log,2025-02-01,2025-02-08,1
24,2025-02-01,2025-02-15,2,768.8497924804688,6.6461954,log,2025-02-01,2025-02-15,2
24,2025-02-01,2025-02-22,3,711.9149780273438,6.569362,log,2025-02-01,2025-02-22,3
24,2025-02-01,2025-03-01,4,434.7298889160156,6.0770226,log,2025-02-01,2025-03-01,4
25,2025-02-01,2025-02-08,1,1755.8056640625,7.4712524,log,2025-02-01,2025-02-08,1
25,2025-02-01,2025-02-15,2,2325.3330078125,7.7520485,log,2025-02-01,2025-02-15,2
25,2025-02-01,2025-02-22,3,1717.54541015625,7.4492335,log,2025-02-01,2025-02-22,3
25,2025-02-01,2025-03-01,4,952.7909545898438,6.8604445,log,2025-02-01,2025-03-01,4
26,2025-02-01,2025-02-08,1,1889.37744140625,7.544532,log,2025-02-01,2025-02-08,1
26,2025-02-01,2025-02-15,2,2132.415771484375,7.6654797,log,2025-02-01,2025-02-15,2
26,2025-02-01,2025-02-22,3,1630.3076171875,7.397137,log,2025-02-01,2025-02-22,3
26,2025-02-01,2025-03-01,4,996.00146484375,6.9047523,log,2025-02-01,2025-03-01,4
27,2025-02-01,2025-02-08,1,479.3219299316406,6.1744566,log,2025-02-01,2025-02-08,1
27,2025-02-01,2025-02-15,2,391.4466857910156,5.9724007,log,2025-02-01,2025-02-15,2
27,2025-02-01,2025-02-22,3,282.28607177734375,5.646457,log,2025-02-01,2025-02-22,3
27,2025-02-01,2025-03-01,4,266.3033447265625,5.588384,log,2025-02-01,2025-03-01,4
28,2025-02-01,2025-02-08,1,760.1739501953125,6.634862,log,2025-02-01,2025-02-08,1
28,2025-02-01,2025-02-15,2,564.7816162109375,6.338208,log,2025-02-01,2025-02-15,2
28,2025-02-01,2025-02-22,3,383.21282958984375,5.9511967,log,2025-02-01,2025-02-22,3
28,2025-02-01,2025-03-01,4,308.9881591796875,5.736534,log,2025-02-01,2025-03-01,4
29,2025-02-01,2025-02-08,1,1301.511962890625,7.17205,log,2025-02-01,2025-02-08,1
29,2025-02-01,2025-02-15,2,1081.102294921875,6.986661,log,2025-02-01,2025-02-15,2
29,2025-02-01,2025-02-22,3,769.0527954101562,6.646459,log,2025-02-01,2025-02-22,3
29,2025-02-01,2025-03-01,4,629.5748901367188,6.446632,log,2025-02-01,2025-03-01,4
30,2025-02-01,2025-02-08,1,128.28848266601562,4.8620462,log,2025-02-01,2025-02-08,1
30,2025-02-01,2025-02-15,2,97.29874420166016,4.5880113,log,2025-02-01,2025-02-15,2
30,2025-02-01,2025-02-22,3,92.00873565673828,4.5326934,log,2025-02-01,2025-02-22,3
30,2025-02-01,2025-03-01,4,53.956382751464844,4.00654,log,2025-02-01,2025-03-01,4
31,2025-02-01,2025-02-08,1,308.45721435546875,5.73482,log,2025-02-01,2025-02-08,1
31,2025-02-01,2025-02-15,2,229.13034057617188,5.438646,log,2025-02-01,2025-02-15,2
31,2025-02-01,2025-02-22,3,149.45101928710938,5.0136375,log,2025-02-01,2025-02-22,3
31,2025-02-01,2025-03-01,4,82.23854064941406,4.4217105,log,2025-02-01,2025-03-01,4
32,2025-02-01,2025-02-08,1,168.39352416992188,5.1322246,log,2025-02-01,2025-02-08,1
32,2025-02-01,2025-02-15,2,116.17002868652344,4.763626,log,2025-02-01,2025-02-15,2
32,2025-02-01,2025-02-22,3,94.78130340576172,4.5620675,log,2025-02-01,2025-02-22,3
32,2025-02-01,2025-03-01,4,75.40966033935547,4.336109,log,2025-02-01,2025-03-01,4
33,2025-02-01,2025-02-08,1,198.05126953125,5.2935624,log,2025-02-01,2025-02-08,1
33,2025-02-01,2025-02-15,2,160.8997039794922,5.086977,log,2025-02-01,2025-02-15,2
33,2025-02-01,2025-02-22,3,111.51336669921875,4.723072,log,2025-02-01,2025-02-22,3
33,2025-02-01,2025-03-01,4,57.60099411010742,4.0707517,log,2025-02-01,2025-03-01,4
34,2025-02-01,2025-02-08,1,2698.490478515625,7.9008183,log,2025-02-01,2025-02-08,1
34,2025-02-01,2025-02-15,2,1824.419921875,7.5095654,log,2025-02-01,2025-02-15,2
34,2025-02-01,2025-02-22,3,1466.363525390625,7.2912226,log,2025-02-01,2025-02-22,3
34,2025-02-01,2025-03-01,4,845.4093017578125,6.741003,log,2025-02-01,2025-03-01,4
35,2025-02-01,2025-02-08,1,240.54119873046875,5.48704,log,2025-02-01,2025-02-08,1
35,2025-02-01,2025-02-15,2,158.48805236816406,5.071969,log,2025-02-01,2025-02-15,2
35,2025-02-01,2025-02-22,3,104.26693725585938,4.6564994,log,2025-02-01,2025-02-22,3
35,2025-02-01,2025-03-01,4,102.77259063720703,4.642202,log,2025-02-01,2025-03-01,4
36,2025-02-01,2025-02-08,1,2832.249755859375,7.9491796,log,2025-02-01,2025-02-08,1
36,2025-02-01,2025-02-15,2,2253.282958984375,7.7205873,log,2025-02-01,2025-02-15,2
36,2025-02-01,2025-02-22,3,2073.9462890625,7.6376905,log,2025-02-01,2025-02-22,3
36,2025-02-01,2025-03-01,4,992.2741088867188,6.9010067,log,2025-02-01,2025-03-01,4
37,2025-02-01,2025-02-08,1,2905.10595703125,7.9745693,log,2025-02-01,2025-02-08,1
37,2025-02-01,2025-02-15,2,2334.923583984375,7.7561626,log,2025-02-01,2025-02-15,2
37,2025-02-01,2025-02-22,3,1521.904052734375,7.3283744,log,2025-02-01,2025-02-22,3
37,2025-02-01,2025-03-01,4,999.6206665039062,6.9083757,log,2025-02-01,2025-03-01,4
38,2025-02-01,2025-02-08,1,115.54933166503906,4.7583146,log,2025-02-01,2025-02-08,1
38,2025-02-01,2025-02-15,2,110.47330474853516,4.713785,log,2025-02-01,2025-02-15,2
38,2025-02-01,2025-02-22,3,87.12496948242188,4.478756,log,2025-02-01,2025-02-22,3
38,2025-02-01,2025-03-01,4,36.634891510009766,3.6279316,log,2025-02-01,2025-03-01,4
39,2025-02-01,2025-02-08,1,3194.570556640625,8.069521,log,2025-02-01,2025-02-08,1
39,2025-02-01,2025-02-15,2,2640.750732421875,7.879197,log,2025-02-01,2025-02-15,2
39,2025-02-01,2025-02-22,3,1761.428955078125,7.474448,log,2025-02-01,2025-02-22,3
39,2025-02-01,2025-03-01,4,949.1531372070312,6.856623,log,2025-02-01,2025-03-01,4
40,2025-02-01,2025-02-08,1,1358.9144287109375,7.215177,log,2025-02-01,2025-02-08,1
40,2025-02-01,2025-02-15,2,1382.7052001953125,7.23252,log,2025-02-01,2025-02-15,2
40,2025-02-01,2025-02-22,3,995.4915161132812,6.9042406,log,2025-02-01,2025-02-22,3
40,2025-02-01,2025-03-01,4,603.2801513671875,6.404038,log,2025-02-01,2025-03-01,4
41,2025-02-01,2025-02-08,1,421.9801025390625,6.047325,log,2025-02-01,2025-02-08,1
41,2025-02-01,2025-02-15,2,368.7612609863281,5.9128575,log,2025-02-01,2025-02-15,2
41,2025-02-01,2025-02-22,3,285.4591979980469,5.657596,log,2025-02-01,2025-02-22,3
41,2025-02-01,2025-03-01,4,237.32748413085938,5.4736457,log,2025-02-01,2025-03-01,4
42,2025-02-01,2025-02-08,1,2970.166259765625,7.99671,log,2025-02-01,2025-02-08,1
42,2025-02-01,2025-02-15,2,2444.592041015625,7.8020425,log,2025-02-01,2025-02-15,2
42,2025-02-01,2025-02-22,3,2074.923095703125,7.638161,log,2025-02-01,2025-02-22,3
42,2025-02-01,2025-03-01,4,906.2513427734375,6.8104196,log,2025-02-01,2025-03-01,4
44,2025-02-01,2025-02-08,1,199.95338439941406,5.303073,log,2025-02-01,2025-02-08,1
44,2025-02-01,2025-02-15,2,146.56353759765625,4.994259,log,2025-02-01,2025-02-15,2
44,2025-02-01,2025-02-22,3,86.25092315673828,4.468788,log,2025-02-01,2025-02-22,3
44,2025-02-01,2025-03-01,4,58.7805061340332,4.0906796,log,2025-02-01,2025-03-01,4
45,2025-02-01,2025-02-08,1,1640.4473876953125,7.4033337,log,2025-02-01,2025-02-08,1
45,2025-02-01,2025-02-15,2,1760.69287109375,7.4740305,log,2025-02-01,2025-02-15,2
45,2025-02-01,2025-02-22,3,1170.6796875,7.0661936,log,2025-02-01,2025-02-22,3
45,2025-02-01,2025-03-01,4,623.0494995117188,6.4362297,log,2025-02-01,2025-03-01,4
46,2025-02-01,2025-02-08,1,180.258544921875,5.1999245,log,2025-02-01,2025-02-08,1
46,2025-02-01,2025-02-15,2,129.82546997070312,4.873864,log,2025-02-01,2025-02-15,2
46,2025-02-01,2025-02-22,3,86.0150146484375,4.4660807,log,2025-02-01,2025-02-22,3
46,2025-02-01,2025-03-01,4,52.674808502197266,3.9829438,log,2025-02-01,2025-03-01,4
47,2025-02-01,2025-02-08,1,754.25048828125,6.6270494,log,2025-02-01,2025-02-08,1
47,2025-02-01,2025-02-15,2,653.7393188476562,6.484237,log,2025-02-01,2025-02-15,2
47,2025-02-01,2025-02-22,3,466.9222106933594,6.148302,log,2025-02-01,2025-02-22,3
47,2025-02-01,2025-03-01,4,418.22442626953125,6.0384064,log,2025-02-01,2025-03-01,4
48,2025-02-01,2025-02-08,1,3247.919189453125,8.086078,log,2025-02-01,2025-02-08,1
48,2025-02-01,2025-02-15,2,2823.34033203125,7.94603,log,2025-02-01,2025-02-15,2
48,2025-02-01,2025-02-22,3,2320.141845703125,7.7498145,log,2025-02-01,2025-02-22,3
48,2025-02-01,2025-03-01,4,1148.19921875,7.0468206,log,2025-02-01,2025-03-01,4
49,2025-02-01,2025-02-08,1,174.56004333496094,5.167981,log,2025-02-01,2025-02-08,1
49,2025-02-01,2025-02-15,2,118.08955383300781,4.7798758,log,2025-02-01,2025-02-15,2
49,2025-02-01,2025-02-22,3,88.43159484863281,4.493474,log,2025-02-01,2025-02-22,3
49,2025-02-01,2025-03-01,4,56.71830749511719,4.0555744,log,2025-02-01,2025-03-01,4
50,2025-02-01,2025-02-08,1,99.60992431640625,4.611251,log,2025-02-01,2025-02-08,1
50,2025-02-01,2025-02-15,2,75.27947998046875,4.334404,log,2025-02-01,2025-02-15,2
50,2025-02-01,2025-02-22,3,57.94306182861328,4.076572,log,2025-02-01,2025-02-22,3
50,2025-02-01,2025-03-01,4,27.291015625,3.3425443,log,2025-02-01,2025-03-01,4
51,2025-02-01,2025-02-08,1,1359.5545654296875,7.2156477,log,2025-02-01,2025-02-08,1
51,2025-02-01,2025-02-15,2,1245.1336669921875,7.127801,log,2025-02-01,2025-02-15,2
51,2025-02-01,2025-02-22,3,956.4874877929688,6.8643126,log,2025-02-01,2025-02-22,3
51,2025-02-01,2025-03-01,4,702.2384643554688,6.555696,log,2025-02-01,2025-03-01,4
53,2025-02-01,2025-02-08,1,616.9990844726562,6.426487,log,2025-02-01,2025-02-08,1
53,2025-02-01,2025-02-15,2,583.36083984375,6.3705187,log,2025-02-01,2025-02-15,2
53,2025-02-01,2025-02-22,3,518.296875,6.2524757,log,2025-02-01,2025-02-22,3
53,2025-02-01,2025-03-01,4,518.3409423828125,6.2525606,log,2025-02-01,2025-03-01,4
54,2025-02-01,2025-02-08,1,289.1986389160156,5.6705656,log,2025-02-01,2025-02-08,1
54,2025-02-01,2025-02-15,2,314.4987487792969,5.7541547,log,2025-02-01,2025-02-15,2
54,2025-02-01,2025-02-22,3,185.8544464111328,5.23033,log,2025-02-01,2025-02-22,3
54,2025-02-01,2025-03-01,4,133.2234649658203,4.899506,log,2025-02-01,2025-03-01,4
55,2025-02-01,2025-02-08,1,1192.678466796875,7.084795,log,2025-02-01,2025-02-08,1
55,2025-02-01,2025-02-15,2,1000.4550170898438,6.9092093,log,2025-02-01,2025-02-15,2
55,2025-02-01,2025-02-22,3,870.8953857421875,6.7706695,log,2025-02-01,2025-02-22,3
55,2025-02-01,2025-03-01,4,488.70343017578125,6.1938,log,2025-02-01,2025-03-01,4
56,2025-02-01,2025-02-08,1,115.89446258544922,4.7612715,log,2025-02-01,2025-02-08,1
56,2025-02-01,2025-02-15,2,58.88855743408203,4.0924854,log,2025-02-01,2025-02-15,2
56,2025-02-01,2025-02-22,3,46.74557876586914,3.8658864,log,2025-02-01,2025-02-22,3
56,2025-02-01,2025-03-01,4,21.709197998046875,3.12277,log,2025-02-01,2025-03-01,4
72,2025-02-01,2025-02-08,1,331.64996337890625,5.8070908,log,2025-02-01,2025-02-08,1
72,2025-02-01,2025-02-15,2,340.1200256347656,5.8322344,log,2025-02-01,2025-02-15,2
72,2025-02-01,2025-02-22,3,243.8033905029297,5.5004554,log,2025-02-01,2025-02-22,3
72,2025-02-01,2025-03-01,4,126.12149810791016,4.8451433,log,2025-02-01,2025-03-01,4
US,2025-02-01,2025-02-08,1,15750.9,8.087521,log,2025-02-01,2025-02-08,1
US,2025-02-01,2025-02-15,2,4489.0064999999995,7.901751,log,2025-02-01,2025-02-15,2
US,2025-02-01,2025-02-22,3,1933.3282470703125,7.5675154,log,2025-02-01,2025-02-22,3
US,2025-02-01,2025-03-01,4,973.0555419921875,6.8814683,log,2025-02-01,2025-03-01,4
01,2025-02-08,2025-02-15,1,723.26708984375,6.5851603,log,2025-02-08,2025-02-15,1
01,2025-02-08,2025-02-22,2,703.041015625,6.5568366,log,2025-02-08,2025-02-22,2
01,2025-02-08,2025-03-01,3,652.65625,6.4825816,log,2025-02-08,2025-03-01,3
