location,cutoff_date,forecast_date,forecast_week,forecast
06,2024-12-07,2024-12-28,3,1683.59423828125
06,2024-12-07,2025-01-04,4,1504.7320556640625
08,2024-12-07,2024-12-14,1,122.79581451416016
08,2024-12-07,2024-12-21,2,152.3382110595703
08,2024-12-07,2024-12-28,3,196.78919982910156
08,2024-12-07,2025-01-04,4,265.46051025390625
09,2024-12-07,2024-12-14,1,23.546415328979492
09,2024-12-07,2024-12-21,2,33.07563018798828
09,2024-12-07,2024-12-28,3,47.071388244628906
09,2024-12-07,2025-01-04,4,76.01551818847656
10,2024-12-07,2024-12-14,1,17.858579635620117
10,2024-12-07,2024-12-21,2,27.141826629638672
10,2024-12-07,2024-12-28,3,47.60923767089844
10,2024-12-07,2025-01-04,4,51.15707015991211
11,2024-12-07,2024-12-14,1,9.116640090942383
11,2024-12-07,2024-12-21,2,15.192009925842285
11,2024-12-07,2024-12-28,3,28.55616569519043
11,2024-12-07,2025-01-04,4,52.754905700683594
12,2024-12-07,2024-12-14,1,809.605712890625
12,2024-12-07,2024-12-21,2,852.3336791992188
12,2024-12-07,2024-12-28,3,960.4800415039062
12,2024-12-07,2025-01-04,4,964.4224243164062
13,2024-12-07,2024-12-14,1,107.37931060791016
13,2024-12-07,2024-12-21,2,161.69589233398438
13,2024-12-07,2024-12-28,3,274.96478271484375
13,2024-12-07,2025-01-04,4,264.5726623535156
15,2024-12-07,2024-12-14,1,25.24355697631836
15,2024-12-07,2024-12-21,2,31.995210647583008
15,2024-12-07,2024-12-28,3,46.264041900634766
15,2024-12-07,2025-01-04,4,60.87831497192383
16,2024-12-07,2024-12-14,1,85.13544464111328
16,2024-12-07,2024-12-21,2,110.37889099121094
16,2024-12-07,2024-12-28,3,114.48648834228516
16,2024-12-07,2025-01-04,4,158.26329040527344
17,2024-12-07,2024-12-14,1,144.01333618164062
17,2024-12-07,2024-12-21,2,188.3706512451172
17,2024-12-07,2024-12-28,3,264.6318054199219
17,2024-12-07,2025-01-04,4,371.9482116699219
18,2024-12-07,2024-12-14,1,91.84600830078125
18,2024-12-07,2024-12-21,2,129.40379333496094
18,2024-12-07,2024-12-28,3,171.51205444335938
18,2024-12-07,2025-01-04,4,166.5040283203125
19,2024-12-07,2024-12-14,1,24.112520217895508
19,2024-12-07,2024-12-21,2,27.773683547973633
19,2024-12-07,2024-12-28,3,50.85929870605469
19,2024-12-07,2025-01-04,4,71.08206939697266
20,2024-12-07,2024-12-14,1,49.06977462768555
20,2024-12-07,2024-12-21,2,67.41719055175781
20,2024-12-07,2024-12-28,3,105.91739654541016
20,2024-12-07,2025-01-04,4,109.937744140625
21,2024-12-07,2024-12-14,1,62.946781158447266
21,2024-12-07,2024-12-21,2,96.24822998046875
21,2024-12-07,2024-12-28,3,133.85531616210938
21,2024-12-07,2025-01-04,4,127.4468765258789
22,2024-12-07,2024-12-14,1,182.3084716796875
22,2024-12-07,2024-12-21,2,212.0328369140625
22,2024-12-07,2024-12-28,3,185.52056884765625
22,2024-12-07,2025-01-04,4,283.1999816894531
23,2024-12-07,2024-12-14,1,8.304746627807617
23,2024-12-07,2024-12-21,2,12.176569938659668
23,2024-12-07,2024-12-28,3,22.499130249023438
23,2024-12-07,2025-01-04,4,39.50933074951172
24,2024-12-07,2024-12-14,1,59.35358428955078
24,2024-12-07,2024-12-21,2,82.39633178710938
24,2024-12-07,2024-12-28,3,143.70468139648438
24,2024-12-07,2025-01-04,4,131.11300659179688
25,2024-12-07,2024-12-14,1,110.92195129394531
25,2024-12-07,2024-12-21,2,156.54074096679688
25,2024-12-07,2024-12-28,3,197.48374938964844
25,2024-12-07,2025-01-04,4,185.89234924316406
26,2024-12-07,2024-12-14,1,130.46368408203125
26,2024-12-07,2024-12-21,2,167.73507690429688
26,2024-12-07,2024-12-28,3,258.3284912109375
26,2024-12-07,2025-01-04,4,263.39288330078125
27,2024-12-07,2024-12-14,1,52.6541862487793
27,2024-12-07,2024-12-21,2,72.52884674072266
27,2024-12-07,2024-12-28,3,127.54981231689453
27,2024-12-07,2025-01-04,4,118.97418212890625
28,2024-12-07,2024-12-14,1,43.69163513183594
28,2024-12-07,2024-12-21,2,50.40196990966797
28,2024-12-07,2024-12-28,3,67.94641876220703
28,2024-12-07,2025-01-04,4,80.3834457397461
29,2024-12-07,2024-12-14,1,61.03995132446289
29,2024-12-07,2024-12-21,2,81.40119934082031
29,2024-12-07,2024-12-28,3,94.89188385009766
29,2024-12-07,2025-01-04,4,104.5854721069336
30,2024-12-07,2024-12-14,1,9.35476016998291
30,2024-12-07,2024-12-21,2,11.3690824508667
30,2024-12-07,2024-12-28,3,24.75726318359375
30,2024-12-07,2025-01-04,4,40.22475814819336
31,2024-12-07,2024-12-14,1,15.910287857055664
31,2024-12-07,2024-12-21,2,27.387439727783203
31,2024-12-07,2024-12-28,3,36.20509719848633
31,2024-12-07,2025-01-04,4,53.908145904541016
32,2024-12-07,2024-12-14,1,115.38347625732422
32,2024-12-07,2024-12-21,2,133.45724487304688
32,2024-12-07,2024-12-28,3,146.7579803466797
32,2024-12-07,2025-01-04,4,134.2346649169922
33,2024-12-07,2024-12-14,1,23.56183433532715
33,2024-12-07,2024-12-21,2,31.641862869262695
33,2024-12-07,2024-12-28,3,47.092987060546875
33,2024-12-07,2025-01-04,4,48.48128128051758
34,2024-12-07,2024-12-14,1,144.30453491210938
34,2024-12-07,2024-12-21,2,180.57655334472656
34,2024-12-07,2024-12-28,3,242.2601776123047
34,2024-12-07,2025-01-04,4,438.5744934082031
35,2024-12-07,2024-12-14,1,115.01911926269531
35,2024-12-07,2024-12-21,2,109.41014099121094
35,2024-12-07,2024-12-28,3,132.15328979492188
35,2024-12-07,2025-01-04,4,221.69674682617188
36,2024-12-07,2024-12-14,1,323.9563293457031
36,2024-12-07,2024-12-21,2,510.8756408691406
36,2024-12-07,2024-12-28,3,741.7037353515625
36,2024-12-07,2025-01-04,4,774.3916625976562
37,2024-12-07,2024-12-14,1,92.96472930908203
37,2024-12-07,2024-12-21,2,131.0859375
37,2024-12-07,2024-12-28,3,182.59559631347656
37,2024-12-07,2025-01-04,4,190.26254272460938
38,2024-12-07,2024-12-14,1,7.5431437492370605
38,2024-12-07,2024-12-21,2,9.345367431640625
38,2024-12-07,2024-12-28,3,25.171560287475586
38,2024-12-07,2025-01-04,4,42.025306701660156
39,2024-12-07,2024-12-14,1,123.74296569824219
39,2024-12-07,2024-12-21,2,156.55320739746094
39,2024-12-07,2024-12-28,3,228.30020141601562
39,2024-12-07,2025-01-04,4,295.52960205078125
40,2024-12-07,2024-12-14,1,50.0347785949707
40,2024-12-07,2024-12-21,2,94.46836853027344
40,2024-12-07,2024-12-28,3,112.69473266601562
40,2024-12-07,2025-01-04,4,106.58421325683594
41,2024-12-07,2024-12-14,1,117.77241516113281
41,2024-12-07,2024-12-21,2,175.9563751220703
41,2024-12-07,2024-12-28,3,246.00347900390625
41,2024-12-07,2025-01-04,4,321.012451171875
42,2024-12-07,2024-12-14,1,178.11599731445312
42,2024-12-07,2024-12-21,2,202.65122985839844
42,2024-12-07,2024-12-28,3,304.5400085449219
42,2024-12-07,2025-01-04,4,362.8883056640625
44,2024-12-07,2024-12-14,1,15.943852424621582
44,2024-12-07,2024-12-21,2,21.276554107666016
44,2024-12-07,2024-12-28,3,34.5972785949707
44,2024-12-07,2025-01-04,4,50.95938491821289
45,2024-12-07,2024-12-14,1,57.50802230834961
45,2024-12-07,2024-12-21,2,85.73008728027344
45,2024-12-07,2024-12-28,3,133.47386169433594
45,2024-12-07,2025-01-04,4,132.13687133789062
46,2024-12-07,2024-12-14,1,8.74322509765625
46,2024-12-07,2024-12-21,2,10.826452255249023
46,2024-12-07,2024-12-28,3,25.812564849853516
46,2024-12-07,2025-01-04,4,55.47785568237305
47,2024-12-07,2024-12-14,1,125.79590606689453
47,2024-12-07,2024-12-21,2,108.77450561523438
47,2024-12-07,2024-12-28,3,195.69252014160156
47,2024-12-07,2025-01-04,4,214.09976196289062
48,2024-12-07,2024-12-14,1,654.2733154296875
48,2024-12-07,2024-12-21,2,764.892578125
48,2024-12-07,2024-12-28,3,850.7659301757812
48,2024-12-07,2025-01-04,4,761.7716064453125
49,2024-12-07,2024-12-14,1,72.58580017089844
49,2024-12-07,2024-12-21,2,91.96537017822266
49,2024-12-07,2024-12-28,3,161.67018127441406
49,2024-12-07,2025-01-04,4,197.08499145507812
50,2024-12-07,2024-12-14,1,8.035295486450195
50,2024-12-07,2024-12-21,2,9.613306045532227
50,2024-12-07,2024-12-28,3,19.950958251953125
50,2024-12-07,2025-01-04,4,46.12778091430664
51,2024-12-07,2024-12-14,1,100.42037200927734
51,2024-12-07,2024-12-21,2,132.80247497558594
51,2024-12-07,2024-12-28,3,176.95492553710938
51,2024-12-07,2025-01-04,4,173.4908905029297
53,2024-12-07,2024-12-14,1,117.53424835205078
53,2024-12-07,2024-12-21,2,146.69741821289062
53,2024-12-07,2024-12-28,3,235.76998901367188
53,2024-12-07,2025-01-04,4,281.1123962402344
54,2024-12-07,2024-12-14,1,27.76250648498535
54,2024-12-07,2024-12-21,2,26.838397979736328
54,2024-12-07,2024-12-28,3,51.75007247924805
54,2024-12-07,2025-01-04,4,72.838134765625
55,2024-12-07,2024-12-14,1,34.278221130371094
55,2024-12-07,2024-12-21,2,42.5716667175293
55,2024-12-07,2024-12-28,3,77.43367767333984
55,2024-12-07,2025-01-04,4,91.6471176147461
56,2024-12-07,2024-12-14,1,12.364665985107422
56,2024-12-07,2024-12-21,2,14.693521499633789
56,2024-12-07,2024-12-28,3,21.271316528320312
56,2024-12-07,2025-01-04,4,39.60053634643555
72,2024-12-07,2024-12-14,1,518.030029296875
72,2024-12-07,2024-12-21,2,335.3059997558594
72,2024-12-07,2024-12-28,3,335.9307556152344
72,2024-12-07,2025-01-04,4,305.8772277832031
US,2024-12-07,2024-12-14,1,2154.528076171875
US,2024-12-07,2024-12-21,2,1956.905517578125
US,2024-12-07,2024-12-28,3,1523.98193359375
US,2024-12-07,2025-01-04,4,1224.052490234375
01,2024-12-14,2024-12-21,1,248.57847595214844
01,2024-12-14,2024-12-28,2,348.20526123046875
01,2024-12-14,2025-01-04,3,455.4991455078125
01,2024-12-14,2025-01-11,4,302.43048095703125
02,2024-12-14,2024-12-21,1,23.35428810119629
02,2024-12-14,2024-12-28,2,57.78609085083008
02,2024-12-14,2025-01-04,3,42.24074935913086
02,2024-12-14,2025-01-11,4,27.943988800048828
04,2024-12-14,2024-12-21,1,1050.2767333984375
04,2024-12-14,2024-12-28,2,858.686767578125
04,2024-12-14,2025-01-04,3,775.8798217773438
04,2024-12-14,2025-01-11,4,656.2962036132812
05,2024-12-14,2024-12-21,1,69.78363800048828
05,2024-12-14,2024-12-28,2,124.71475219726562
05,2024-12-14,2025-01-04,3,143.17367553710938
05,2024-12-14,2025-01-11,4,95.34150695800781
06,2024-12-14,2024-12-21,1,1711.67919921875
06,2024-12-14,2024-12-28,2,2128.20166015625
06,2024-12-14,2025-01-04,3,1296.1102294921875
06,2024-12-14,2025-01-11,4,1111.029296875
08,2024-12-14,2024-12-21,1,160.5860137939453
08,2024-12-14,2024-12-28,2,244.30702209472656
08,2024-12-14,2025-01-04,3,296.7228088378906
08,2024-12-14,2025-01-11,4,196.08018493652344
09,2024-12-14,2024-12-21,1,42.876827239990234
09,2024-12-14,2024-12-28,2,68.75382232666016
09,2024-12-14,2025-01-04,3,102.20205688476562
09,2024-12-14,2025-01-11,4,86.77609252929688
10,2024-12-14,2024-12-21,1,28.597145080566406
10,2024-12-14,2024-12-28,2,43.09822463989258
10,2024-12-14,2025-01-04,3,65.1179428100586
10,2024-12-14,2025-01-11,4,49.57550048828125
11,2024-12-14,2024-12-21,1,12.8980131149292
11,2024-12-14,2024-12-28,2,25.470396041870117
11,2024-12-14,2025-01-04,3,34.79174041748047
11,2024-12-14,2025-01-11,4,46.515167236328125
12,2024-12-14,2024-12-21,1,1052.0419921875
12,2024-12-14,2024-12-28,2,1163.273681640625
12,2024-12-14,2025-01-04,3,1209.287353515625
12,2024-12-14,2025-01-11,4,1043.8680419921875
13,2024-12-14,2024-12-21,1,279.8044738769531
13,2024-12-14,2024-12-28,2,443.00506591796875
13,2024-12-14,2025-01-04,3,567.7294921875
13,2024-12-14,2025-01-11,4,383.29669189453125
15,2024-12-14,2024-12-21,1,41.47681427001953
15,2024-12-14,2024-12-28,2,68.37218475341797
15,2024-12-14,2025-01-04,3,74.94990539550781
15,2024-12-14,2025-01-11,4,46.89896774291992
16,2024-12-14,2024-12-21,1,110.59786987304688
16,2024-12-14,2024-12-28,2,162.8290252685547
16,2024-12-14,2025-01-04,3,199.29176330566406
16,2024-12-14,2025-01-11,4,96.36446380615234
17,2024-12-14,2024-12-21,1,316.71429443359375
17,2024-12-14,2024-12-28,2,567.8359985351562
17,2024-12-14,2025-01-04,3,726.24951171875
17,2024-12-14,2025-01-11,4,516.7293090820312
18,2024-12-14,2024-12-21,1,178.06625366210938
18,2024-12-14,2024-12-28,2,249.5911865234375
18,2024-12-14,2025-01-04,3,422.4976806640625
18,2024-12-14,2025-01-11,4,258.85791015625
19,2024-12-14,2024-12-21,1,32.345394134521484
19,2024-12-14,2024-12-28,2,51.221031188964844
19,2024-12-14,2025-01-04,3,100.33000183105469
19,2024-12-14,2025-01-11,4,86.46627807617188
20,2024-12-14,2024-12-21,1,117.88545227050781
20,2024-12-14,2024-12-28,2,165.03973388671875
20,2024-12-14,2025-01-04,3,217.5914306640625
20,2024-12-14,2025-01-11,4,94.38702392578125
21,2024-12-14,2024-12-21,1,126.03700256347656
21,2024-12-14,2024-12-28,2,170.2903289794922
21,2024-12-14,2025-01-04,3,245.0727996826172
21,2024-12-14,2025-01-11,4,159.97897338867188
22,2024-12-14,2024-12-21,1,330.2066345214844
22,2024-12-14,2024-12-28,2,434.2633972167969
22,2024-12-14,2025-01-04,3,450.8169860839844
22,2024-12-14,2025-01-11,4,213.09129333496094
23,2024-12-14,2024-12-21,1,11.835859298706055
23,2024-12-14,2024-12-28,2,23.143861770629883
23,2024-12-14,2025-01-04,3,33.15391540527344
23,2024-12-14,2025-01-11,4,41.498985290527344
24,2024-12-14,2024-12-21,1,115.84673309326172
24,2024-12-14,2024-12-28,2,202.8957061767578
24,2024-12-14,2025-01-04,3,272.7550964355469
24,2024-12-14,2025-01-11,4,200.2712860107422
25,2024-12-14,2024-12-21,1,163.29904174804688
25,2024-12-14,2024-12-28,2,240.3357391357422
25,2024-12-14,2025-01-04,3,379.6676330566406
25,2024-12-14,2025-01-11,4,214.71444702148438
26,2024-12-14,2024-12-21,1,248.67930603027344
26,2024-12-14,2024-12-28,2,382.7084045410156
26,2024-12-14,2025-01-04,3,581.3976440429688
26,2024-12-14,2025-01-11,4,396.4957580566406
27,2024-12-14,2024-12-21,1,134.70489501953125
27,2024-12-14,2024-12-28,2,183.07156372070312
27,2024-12-14,2025-01-04,3,258.4083557128906
27,2024-12-14,2025-01-11,4,254.50546264648438
28,2024-12-14,2024-12-21,1,84.0234375
28,2024-12-14,2024-12-28,2,133.7595977783203
28,2024-12-14,2025-01-04,3,140.7959747314453
28,2024-12-14,2025-01-11,4,98.8321304321289
29,2024-12-14,2024-12-21,1,130.18186950683594
29,2024-12-14,2024-12-28,2,175.36431884765625
29,2024-12-14,2025-01-04,3,261.8938903808594
29,2024-12-14,2025-01-11,4,168.16725158691406
30,2024-12-14,2024-12-21,1,14.099836349487305
30,2024-12-14,2024-12-28,2,27.211833953857422
30,2024-12-14,2025-01-04,3,34.727054595947266
30,2024-12-14,2025-01-11,4,47.48793029785156
31,2024-12-14,2024-12-21,1,32.109764099121094
31,2024-12-14,2024-12-28,2,47.91213607788086
31,2024-12-14,2025-01-04,3,83.9695816040039
31,2024-12-14,2025-01-11,4,68.54377746582031
32,2024-12-14,2024-12-21,1,139.98695373535156
32,2024-12-14,2024-12-28,2,187.3214874267578
32,2024-12-14,2025-01-04,3,212.6918182373047
32,2024-12-14,2025-01-11,4,130.5602264404297
33,2024-12-14,2024-12-21,1,33.67460632324219
33,2024-12-14,2024-12-28,2,45.816287994384766
33,2024-12-14,2025-01-04,3,82.40573120117188
33,2024-12-14,2025-01-11,4,65.92539978027344
34,2024-12-14,2024-12-21,1,225.1317138671875
34,2024-12-14,2024-12-28,2,370.2373962402344
34,2024-12-14,2025-01-04,3,561.9108276367188
34,2024-12-14,2025-01-11,4,409.566650390625
35,2024-12-14,2024-12-21,1,142.69004821777344
35,2024-12-14,2024-12-28,2,166.2570343017578
35,2024-12-14,2025-01-04,3,201.26513671875
35,2024-12-14,2025-01-11,4,106.07296752929688
36,2024-12-14,2024-12-21,1,616.3605346679688
36,2024-12-14,2024-12-28,2,801.0064697265625
36,2024-12-14,2025-01-04,3,1060.6759033203125
36,2024-12-14,2025-01-11,4,746.273681640625
37,2024-12-14,2024-12-21,1,219.3856658935547
37,2024-12-14,2024-12-28,2,306.992919921875
37,2024-12-14,2025-01-04,3,547.973388671875
37,2024-12-14,2025-01-11,4,322.2240295410156
38,2024-12-14,2024-12-21,1,11.538758277893066
38,2024-12-14,2024-12-28,2,23.348379135131836
38,2024-12-14,2025-01-04,3,36.94008255004883
38,2024-12-14,2025-01-11,4,46.67300033569336
39,2024-12-14,2024-12-21,1,192.270263671875
39,2024-12-14,2024-12-28,2,301.1771545410156
39,2024-12-14,2025-01-04,3,460.391845703125
39,2024-12-14,2025-01-11,4,366.2210388183594
40,2024-12-14,2024-12-21,1,83.5814208984375
40,2024-12-14,2024-12-28,2,127.43924713134766
40,2024-12-14,2025-01-04,3,156.987548828125
40,2024-12-14,2025-01-11,4,117.03914642333984
41,2024-12-14,2024-12-21,1,263.49066162109375
41,2024-12-14,2024-12-28,2,462.11865234375
41,2024-12-14,2025-01-04,3,534.2102661132812
41,2024-12-14,2025-01-11,4,198.67984008789062
42,2024-12-14,2024-12-21,1,353.04791259765625
42,2024-12-14,2024-12-28,2,562.33642578125
42,2024-12-14,2025-01-04,3,743.7474365234375
42,2024-12-14,2025-01-11,4,474.2851867675781
44,2024-12-14,2024-12-21,1,51.7045783996582
44,2024-12-14,2024-12-28,2,65.75949096679688
44,2024-12-14,2025-01-04,3,99.91185760498047
44,2024-12-14,2025-01-11,4,71.16118621826172
45,2024-12-14,2024-12-21,1,119.66704559326172
45,2024-12-14,2024-12-28,2,193.25619506835938
45,2024-12-14,2025-01-04,3,277.0548095703125
45,2024-12-14,2025-01-11,4,176.11819458007812
46,2024-12-14,2024-12-21,1,12.740911483764648
46,2024-12-14,2024-12-28,2,29.372325897216797
46,2024-12-14,2025-01-04,3,56.09904861450195
46,2024-12-14,2025-01-11,4,50.88429641723633
47,2024-12-14,2024-12-21,1,266.2252502441406
47,2024-12-14,2024-12-28,2,362.4312744140625
47,2024-12-14,2025-01-04,3,526.0267333984375
47,2024-12-14,2025-01-11,4,288.8565673828125
48,2024-12-14,2024-12-21,1,924.598876953125
48,2024-12-14,2024-12-28,2,840.3500366210938
48,2024-12-14,2025-01-04,3,969.841796875
48,2024-12-14,2025-01-11,4,680.5399169921875
49,2024-12-14,2024-12-21,1,94.96282196044922
49,2024-12-14,2024-12-28,2,163.263916015625
49,2024-12-14,2025-01-04,3,213.34579467773438
49,2024-12-14,2025-01-11,4,112.64418029785156
50,2024-12-14,2024-12-21,1,14.621129989624023
50,2024-12-14,2024-12-28,2,30.094932556152344
50,2024-12-14,2025-01-04,3,48.4174919128418
50,2024-12-14,2025-01-11,4,48.925941467285156
51,2024-12-14,2024-12-21,1,183.26292419433594
51,2024-12-14,2024-12-28,2,283.8863830566406
51,2024-12-14,2025-01-04,3,468.76202392578125
51,2024-12-14,2025-01-11,4,276.5014953613281
53,2024-12-14,2024-12-21,1,271.00311279296875
53,2024-12-14,2024-12-28,2,361.60150146484375
53,2024-12-14,2025-01-04,3,476.9806823730469
53,2024-12-14,2025-01-11,4,209.48106384277344
54,2024-12-14,2024-12-21,1,28.478113174438477
54,2024-12-14,2024-12-28,2,51.56820297241211
54,2024-12-14,2025-01-04,3,102.21139526367188
54,2024-12-14,2025-01-11,4,61.17958450317383
55,2024-12-14,2024-12-21,1,101.2314453125
55,2024-12-14,2024-12-28,2,200.0243682861328
55,2024-12-14,2025-01-04,3,286.2889709472656
55,2024-12-14,2025-01-11,4,212.74456787109375
56,2024-12-14,2024-12-21,1,24.726491928100586
56,2024-12-14,2024-12-28,2,51.56269836425781
56,2024-12-14,2025-01-04,3,97.72999572753906
56,2024-12-14,2025-01-11,4,42.436851501464844
72,2024-12-14,2024-12-21,1,301.6285705566406
72,2024-12-14,2024-12-28,2,235.68844604492188
72,2024-12-14,2025-01-04,3,277.6495666503906
72,2024-12-14,2025-01-11,4,106.68814849853516
US,2024-12-14,2024-12-21,1,2753.7
US,2024-12-14,2024-12-28,2,1951.5643310546875
US,2024-12-14,2025-01-04,3,1462.79296875
US,2024-12-14,2025-01-11,4,1031.8011474609375
01,2024-12-21,2024-12-28,1,640.34228515625
01,2024-12-21,2025-01-04,2,700.0346069335938
01,2024-12-21,2025-01-11,3,510.6256408691406
01,2024-12-21,2025-01-18,4,226.1892547607422
02,2024-12-21,2024-12-28,1,35.96138000488281
02,2024-12-21,2025-01-04,2,40.23716354370117
02,2024-12-21,2025-01-11,3,29.912353515625
02,2024-12-21,2025-01-18,4,29.63588523864746
04,2024-12-21,2024-12-28,1,1194.83642578125
04,2024-12-21,2025-01-04,2,1304.963134765625
04,2024-12-21,2025-01-11,3,888.04833984375
04,2024-12-21,2025-01-18,4,776.3818969726562
05,2024-12-21,2024-12-28,1,100.50363159179688
05,2024-12-21,2025-01-04,2,135.1044158935547
05,2024-12-21,2025-01-11,3,133.67079162597656
05,2024-12-21,2025-01-18,4,89.45881652832031
06,2024-12-21,2024-12-28,1,1553.3853759765625
06,2024-12-21,2025-01-04,2,1709.3707275390625
06,2024-12-21,2025-01-11,3,1136.210205078125
06,2024-12-21,2025-01-18,4,1015.1334228515625
08,2024-12-21,2024-12-28,1,227.90267944335938
08,2024-12-21,2025-01-04,2,300.96356201171875
08,2024-12-21,2025-01-11,3,243.92091369628906
08,2024-12-21,2025-01-18,4,172.1339569091797
09,2024-12-21,2024-12-28,1,71.4560775756836
09,2024-12-21,2025-01-04,2,106.59761047363281
09,2024-12-21,2025-01-11,3,102.46497344970703
09,2024-12-21,2025-01-18,4,115.55094909667969
10,2024-12-21,2024-12-28,1,46.53291320800781
10,2024-12-21,2025-01-04,2,61.802947998046875
10,2024-12-21,2025-01-11,3,34.32661437988281
10,2024-12-21,2025-01-18,4,30.317092895507812
11,2024-12-21,2024-12-28,1,35.52626037597656
11,2024-12-21,2025-01-04,2,32.719757080078125
11,2024-12-21,2025-01-11,3,26.655590057373047
11,2024-12-21,2025-01-18,4,23.266592025756836
12,2024-12-21,2024-12-28,1,1476.1534423828125
12,2024-12-21,2025-01-04,2,1344.600830078125
12,2024-12-21,2025-01-11,3,1008.8778686523438
12,2024-12-21,2025-01-18,4,905.4739990234375
13,2024-12-21,2024-12-28,1,567.5383911132812
13,2024-12-21,2025-01-04,2,691.4447021484375
13,2024-12-21,2025-01-11,3,665.3536376953125
13,2024-12-21,2025-01-18,4,448.64373779296875
15,2024-12-21,2024-12-28,1,63.111732482910156
15,2024-12-21,2025-01-04,2,77.50885772705078
15,2024-12-21,2025-01-11,3,37.21052932739258
15,2024-12-21,2025-01-18,4,33.345619201660156
16,2024-12-21,2024-12-28,1,228.7156982421875
16,2024-12-21,2025-01-04,2,286.7454528808594
16,2024-12-21,2025-01-11,3,204.83058166503906
16,2024-12-21,2025-01-18,4,74.50936889648438
17,2024-12-21,2024-12-28,1,784.4234008789062
17,2024-12-21,2025-01-04,2,726.8096313476562
17,2024-12-21,2025-01-11,3,811.4921875
17,2024-12-21,2025-01-18,4,420.83795166015625
18,2024-12-21,2024-12-28,1,424.4207458496094
18,2024-12-21,2025-01-04,2,472.75286865234375
18,2024-12-21,2025-01-11,3,361.2342224121094
18,2024-12-21,2025-01-18,4,236.04498291015625
19,2024-12-21,2024-12-28,1,74.35918426513672
19,2024-12-21,2025-01-04,2,106.49327850341797
19,2024-12-21,2025-01-11,3,102.73595428466797
19,2024-12-21,2025-01-18,4,108.88289642333984
20,2024-12-21,2024-12-28,1,182.36277770996094
20,2024-12-21,2025-01-04,2,177.5748291015625
20,2024-12-21,2025-01-11,3,145.21670532226562
20,2024-12-21,2025-01-18,4,75.71246337890625
21,2024-12-21,2024-12-28,1,299.3455810546875
21,2024-12-21,2025-01-04,2,388.43096923828125
21,2024-12-21,2025-01-11,3,243.05780029296875
21,2024-12-21,2025-01-18,4,159.84446716308594
22,2024-12-21,2024-12-28,1,590.596923828125
22,2024-12-21,2025-01-04,2,507.552490234375
22,2024-12-21,2025-01-11,3,396.7525939941406
22,2024-12-21,2025-01-18,4,180.8693389892578
23,2024-12-21,2024-12-28,1,29.42406463623047
23,2024-12-21,2025-01-04,2,36.00913619995117
23,2024-12-21,2025-01-11,3,46.6738395690918
23,2024-12-21,2025-01-18,4,63.859779357910156
24,2024-12-21,2024-12-28,1,193.0382080078125
24,2024-12-21,2025-01-04,2,247.216796875
24,2024-12-21,2025-01-11,3,232.4090118408203
24,2024-12-21,2025-01-18,4,152.81398010253906
25,2024-12-21,2024-12-28,1,177.693115234375
25,2024-12-21,2025-01-04,2,194.5608367919922
25,2024-12-21,2025-01-11,3,228.71278381347656
25,2024-12-21,2025-01-18,4,168.89012145996094
26,2024-12-21,2024-12-28,1,313.3899230957031
26,2024-12-21,2025-01-04,2,398.3292541503906
26,2024-12-21,2025-01-11,3,341.7052001953125
26,2024-12-21,2025-01-18,4,317.2441711425781
27,2024-12-21,2024-12-28,1,260.3631896972656
27,2024-12-21,2025-01-04,2,436.42852783203125
27,2024-12-21,2025-01-11,3,288.9763488769531
27,2024-12-21,2025-01-18,4,166.3538818359375
28,2024-12-21,2024-12-28,1,143.23828125
28,2024-12-21,2025-01-04,2,171.3817138671875
28,2024-12-21,2025-01-11,3,165.28817749023438
28,2024-12-21,2025-01-18,4,149.83335876464844
29,2024-12-21,2024-12-28,1,282.2886047363281
29,2024-12-21,2025-01-04,2,453.45098876953125
29,2024-12-21,2025-01-11,3,299.9115905761719
29,2024-12-21,2025-01-18,4,237.26882934570312
30,2024-12-21,2024-12-28,1,42.56226348876953
30,2024-12-21,2025-01-04,2,69.5286865234375
30,2024-12-21,2025-01-11,3,36.12006378173828
30,2024-12-21,2025-01-18,4,37.63398742675781
31,2024-12-21,2024-12-28,1,102.12422180175781
31,2024-12-21,2025-01-04,2,125.98367309570312
31,2024-12-21,2025-01-11,3,114.58646392822266
31,2024-12-21,2025-01-18,4,63.76206970214844
32,2024-12-21,2024-12-28,1,284.9264831542969
32,2024-12-21,2025-01-04,2,307.9418029785156
32,2024-12-21,2025-01-11,3,227.21119689941406
32,2024-12-21,2025-01-18,4,117.65340423583984
33,2024-12-21,2024-12-28,1,39.5297737121582
33,2024-12-21,2025-01-04,2,54.15984344482422
33,2024-12-21,2025-01-11,3,45.346858978271484
33,2024-12-21,2025-01-18,4,41.45870590209961
34,2024-12-21,2024-12-28,1,481.6915283203125
34,2024-12-21,2025-01-04,2,678.656005859375
34,2024-12-21,2025-01-11,3,464.8266906738281
34,2024-12-21,2025-01-18,4,472.89752197265625
35,2024-12-21,2024-12-28,1,253.71812438964844
35,2024-12-21,2025-01-04,2,322.57501220703125
35,2024-12-21,2025-01-11,3,216.76925659179688
35,2024-12-21,2025-01-18,4,93.72245025634766
36,2024-12-21,2024-12-28,1,1079.615966796875
36,2024-12-21,2025-01-04,2,1139.460205078125
36,2024-12-21,2025-01-11,3,1283.719970703125
36,2024-12-21,2025-01-18,4,789.3422241210938
