location,cutoff_date,forecast_date,forecast_week,predicted,predicted_q05,predicted_q25,predicted_q50,predicted_q75,predicted_q95,target_mode
44,2026-01-31,2026-02-28,4,20.916500091552734,9.681465148925781,10.207829475402832,20.916500091552734,43.04557418823242,113.07715606689453,log
45,2026-01-31,2026-02-07,1,184.24658203125,73.2,150.0774688720703,184.24658203125,210.92100524902344,287.1799621582031,log
45,2026-01-31,2026-02-14,2,160.11256408691406,27.547147750854492,124.416748046875,160.11256408691406,203.290771484375,345.7898864746094,log
45,2026-01-31,2026-02-21,3,142.75241088867188,16.242698669433594,101.33297729492188,142.75241088867188,144.3223419189453,468.4139404296875,log
45,2026-01-31,2026-02-28,4,152.50050354003906,10.836227416992188,116.01280212402344,152.50050354003906,156.20668029785156,678.9818725585938,log
46,2026-01-31,2026-02-07,1,46.2570686340332,27.047367095947266,38.67820739746094,46.2570686340332,62.77964782714844,77.52422332763672,log
46,2026-01-31,2026-02-14,2,33.0265007019043,16.2775821685791,32.86344909667969,33.0265007019043,51.07783889770508,105.17914581298828,log
46,2026-01-31,2026-02-21,3,36.20610809326172,13.078214645385742,24.2955265045166,36.20610809326172,48.671627044677734,93.09974670410156,log
46,2026-01-31,2026-02-28,4,34.82908248901367,12.449665069580078,28.4595890045166,34.82908248901367,54.814605712890625,129.58203125,log
47,2026-01-31,2026-02-07,1,289.9319763183594,110.1,205.19898986816406,289.9319763183594,293.7032470703125,345.24017333984375,log
47,2026-01-31,2026-02-14,2,237.2732696533203,31.378499999999995,187.6825714111328,237.2732696533203,252.74220275878906,386.29937744140625,log
47,2026-01-31,2026-02-21,3,208.3388214111328,18.047168731689453,184.72427368164062,208.3388214111328,279.646240234375,450.6576843261719,log
47,2026-01-31,2026-02-28,4,226.583984375,12.057300567626953,226.0790557861328,226.583984375,283.64892578125,858.339111328125,log
48,2026-01-31,2026-02-07,1,721.4786376953125,347.4,631.005615234375,721.4786376953125,754.2756958007812,798.9542846679688,log
48,2026-01-31,2026-02-14,2,549.0357666015625,99.00899999999999,405.35260009765625,549.0357666015625,709.4577026367188,727.0989379882812,log
48,2026-01-31,2026-02-21,3,471.2931823730469,26.732429999999997,393.8374328613281,471.2931823730469,506.63275146484375,848.225830078125,log
48,2026-01-31,2026-02-28,4,438.03094482421875,12.057300567626953,366.8554382324219,438.03094482421875,719.4451293945312,910.0689697265625,log
49,2026-01-31,2026-02-07,1,59.345375061035156,31.907827377319336,42.54848861694336,59.345375061035156,77.89996337890625,125.9305191040039,log
49,2026-01-31,2026-02-14,2,51.26277160644531,21.54483413696289,39.902587890625,51.26277160644531,83.5555648803711,132.11195373535156,log
49,2026-01-31,2026-02-21,3,59.15309143066406,14.039348602294922,36.066925048828125,59.15309143066406,76.86103820800781,119.95323181152344,log
49,2026-01-31,2026-02-28,4,57.385780334472656,10.836227416992188,32.57169723510742,57.385780334472656,68.30379486083984,142.0792236328125,log
50,2026-01-31,2026-02-07,1,20.060731887817383,11.973457336425781,16.801958084106445,20.060731887817383,30.19917869567871,57.85478973388672,log
50,2026-01-31,2026-02-14,2,19.742958068847656,8.21047306060791,15.057844161987305,19.742958068847656,28.250932693481445,80.32203674316406,log
50,2026-01-31,2026-02-21,3,21.052825927734375,8.932233810424805,13.632913589477539,21.052825927734375,32.29262924194336,77.74067687988281,log
50,2026-01-31,2026-02-28,4,26.972217559814453,10.297268867492676,15.88331127166748,26.972217559814453,40.494598388671875,106.60414123535156,log
51,2026-01-31,2026-02-07,1,272.8342590332031,112.8,249.7417755126953,272.8342590332031,311.76568603515625,401.8595886230469,log
51,2026-01-31,2026-02-14,2,212.63446044921875,32.147999999999996,187.951416015625,212.63446044921875,250.15016174316406,498.41387939453125,log
51,2026-01-31,2026-02-21,3,210.80169677734375,18.047168731689453,158.5786590576172,210.80169677734375,238.71224975585938,672.7357177734375,log
51,2026-01-31,2026-02-28,4,229.7768096923828,12.449665069580078,210.50729370117188,229.7768096923828,249.3560028076172,832.6314697265625,log
53,2026-01-31,2026-02-07,1,265.5179443359375,87.6,240.47854614257812,265.5179443359375,360.16009521484375,434.80718994140625,log
53,2026-01-31,2026-02-14,2,296.04351806640625,54.21787643432617,275.1195373535156,296.04351806640625,347.1976623535156,591.6361083984375,log
53,2026-01-31,2026-02-21,3,327.6385803222656,37.11825180053711,243.41229248046875,327.6385803222656,346.16943359375,810.7462158203125,log
53,2026-01-31,2026-02-28,4,303.83856201171875,22.464513778686523,248.96295166015625,303.83856201171875,446.55133056640625,1085.421875,log
54,2026-01-31,2026-02-07,1,181.7972869873047,64.5,125.64788055419922,181.7972869873047,253.16009521484375,286.69805908203125,log
54,2026-01-31,2026-02-14,2,156.98355102539062,34.78524398803711,109.65424346923828,156.98355102539062,167.42869567871094,327.4566955566406,log
54,2026-01-31,2026-02-21,3,169.46487426757812,23.2515811920166,84.70073699951172,169.46487426757812,170.63661193847656,358.0513000488281,log
54,2026-01-31,2026-02-28,4,119.44963073730469,13.593049049377441,113.02734375,119.44963073730469,216.9569091796875,311.91546630859375,log
55,2026-01-31,2026-02-07,1,156.6338653564453,73.5,146.3847198486328,156.6338653564453,167.91738891601562,290.21942138671875,log
55,2026-01-31,2026-02-14,2,161.09938049316406,27.547147750854492,124.0560531616211,161.09938049316406,192.28492736816406,341.6177978515625,log
55,2026-01-31,2026-02-21,3,123.75122833251953,16.242698669433594,94.71022033691406,123.75122833251953,207.04547119140625,489.8180847167969,log
55,2026-01-31,2026-02-28,4,160.590576171875,11.19190502166748,111.42536163330078,160.590576171875,169.00892639160156,762.7633666992188,log
56,2026-01-31,2026-02-07,1,12.32534122467041,5.497042655944824,6.088598251342773,12.32534122467041,22.630552291870117,51.75093078613281,log
56,2026-01-31,2026-02-14,2,8.223860740661621,3.137254476547241,6.071567058563232,8.223860740661621,18.40714454650879,65.13982391357422,log
56,2026-01-31,2026-02-21,3,11.613286018371582,3.4857897758483887,4.812710285186768,11.613286018371582,17.515079498291016,69.2116928100586,log
56,2026-01-31,2026-02-28,4,12.575074195861816,3.4157114028930664,6.982667922973633,12.575074195861816,23.94379234313965,96.21418762207031,log
72,2026-01-31,2026-02-07,1,158.62135314941406,59.4,148.0380859375,158.62135314941406,185.35926818847656,229.92674255371094,log
