location,cutoff_date,forecast_date,forecast_week,horizon,forecast,predicted,predicted_q05,predicted_q25,predicted_q50,predicted_q75,predicted_q95,reference_date,target_end_date,model_family
01,2025-10-04,2025-10-11,1,1,22.159833908081055,22.159833908081055,12.04067325592041,18.920644760131836,22.159833908081055,25.127071380615234,33.25128936767578,2025-10-04,2025-10-11,nf_nhits
01,2025-10-04,2025-10-18,2,2,22.211496353149414,22.211496353149414,10.742511749267578,18.769371032714844,22.211496353149414,26.0073184967041,39.064945220947266,2025-10-04,2025-10-18,nf_nhits
01,2025-10-04,2025-10-25,3,3,24.14560317993164,24.14560317993164,9.935331344604492,19.359027862548828,24.14560317993164,29.259002685546875,46.28330612182617,2025-10-04,2025-10-25,nf_nhits
01,2025-10-04,2025-11-01,4,4,25.319387435913086,25.319387435913086,9.532313346862793,20.26561737060547,25.319387435913086,32.075584411621094,50.774898529052734,2025-10-04,2025-11-01,nf_nhits
02,2025-10-04,2025-10-11,1,1,3.302518844604492,3.302518844604492,0.0,1.6750462055206299,3.302518844604492,4.930557727813721,7.224189281463623,2025-10-04,2025-10-11,nf_nhits
02,2025-10-04,2025-10-18,2,2,4.561785697937012,4.561785697937012,0.0,2.495396614074707,4.561785697937012,6.80177116394043,12.878913879394531,2025-10-04,2025-10-18,nf_nhits
02,2025-10-04,2025-10-25,3,3,7.404718399047852,7.404718399047852,0.0,3.660536766052246,7.404718399047852,10.196773529052734,19.091724395751953,2025-10-04,2025-10-25,nf_nhits
02,2025-10-04,2025-11-01,4,4,9.073678970336914,9.073678970336914,0.0,4.578096866607666,9.073678970336914,12.836655616760254,23.304975509643555,2025-10-04,2025-11-01,nf_nhits
04,2025-10-04,2025-10-11,1,1,20.977739334106445,20.977739334106445,8.320987701416016,16.554563522338867,20.977739334106445,26.204898834228516,37.71799087524414,2025-10-04,2025-10-11,nf_nhits
04,2025-10-04,2025-10-18,2,2,22.693620681762695,22.693620681762695,8.12850570678711,18.288835525512695,22.693620681762695,28.923629760742188,49.69057083129883,2025-10-04,2025-10-18,nf_nhits
04,2025-10-04,2025-10-25,3,3,27.6903018951416,27.6903018951416,7.653367042541504,20.969200134277344,27.6903018951416,35.879112243652344,62.69432067871094,2025-10-04,2025-10-25,nf_nhits
04,2025-10-04,2025-11-01,4,4,31.41138458251953,31.41138458251953,7.779593467712402,23.121437072753906,31.41138458251953,42.44414520263672,71.85204315185547,2025-10-04,2025-11-01,nf_nhits
05,2025-10-04,2025-10-11,1,1,6.819161415100098,6.819161415100098,0.0,4.441722869873047,6.819161415100098,10.424392700195312,15.026298522949219,2025-10-04,2025-10-11,nf_nhits
05,2025-10-04,2025-10-18,2,2,13.353232383728027,13.353232383728027,1.4602264165878296,9.407472610473633,13.353232383728027,17.190475463867188,29.762405395507812,2025-10-04,2025-10-18,nf_nhits
05,2025-10-04,2025-10-25,3,3,23.805078506469727,23.805078506469727,3.490447998046875,16.146657943725586,23.805078506469727,28.304332733154297,50.78347396850586,2025-10-04,2025-10-25,nf_nhits
05,2025-10-04,2025-11-01,4,4,33.20366287231445,33.20366287231445,3.9316821098327637,20.7451229095459,33.20366287231445,39.8837776184082,66.19528198242188,2025-10-04,2025-11-01,nf_nhits
06,2025-10-04,2025-10-11,1,1,101.8978271484375,101.8978271484375,48.56768798828125,87.0921859741211,101.8978271484375,117.65650939941406,166.00794982910156,2025-10-04,2025-10-11,nf_nhits
06,2025-10-04,2025-10-18,2,2,114.50688171386719,114.50688171386719,48.027164459228516,95.98834991455078,114.50688171386719,137.49765014648438,217.60577392578125,2025-10-04,2025-10-18,nf_nhits
06,2025-10-04,2025-10-25,3,3,147.3729705810547,147.3729705810547,47.40648651123047,113.73768615722656,147.3729705810547,181.882568359375,295.40875244140625,2025-10-04,2025-10-25,nf_nhits
06,2025-10-04,2025-11-01,4,4,164.95803833007812,164.95803833007812,49.58251953125,125.2971420288086,164.95803833007812,211.78485107421875,340.9994201660156,2025-10-04,2025-11-01,nf_nhits
