location,cutoff_date,forecast_date,forecast_week,horizon,forecast,predicted,predicted_q05,predicted_q25,predicted_q50,predicted_q75,predicted_q95,reference_date,target_end_date,model_family
01,2025-10-04,2025-10-11,1,1,22.330814361572266,22.330814361572266,7.419945240020752,19.33403205871582,22.330814361572266,31.644044876098633,42.862552642822266,2025-10-04,2025-10-11,xgboost_direct
01,2025-10-04,2025-10-18,2,2,23.63824462890625,23.63824462890625,6.2666401863098145,17.537181854248047,23.63824462890625,37.63041305541992,55.26145935058594,2025-10-04,2025-10-18,xgboost_direct
01,2025-10-04,2025-10-25,3,3,29.18122100830078,29.18122100830078,3.947932004928589,19.214141845703125,29.18122100830078,42.13164520263672,84.29932403564453,2025-10-04,2025-10-25,xgboost_direct
01,2025-10-04,2025-11-01,4,4,35.16612243652344,35.16612243652344,7.569375038146973,28.840261459350586,35.16612243652344,56.942054748535156,124.86925506591797,2025-10-04,2025-11-01,xgboost_direct
02,2025-10-04,2025-10-11,1,1,4.9247002601623535,4.9247002601623535,0.6,1.6031579971313477,4.9247002601623535,6.948242664337158,15.115151405334473,2025-10-04,2025-10-11,xgboost_direct
02,2025-10-04,2025-10-18,2,2,6.648393154144287,6.648393154144287,0.17099999999999999,1.8293062448501587,6.648393154144287,10.753164291381836,21.40285873413086,2025-10-04,2025-10-18,xgboost_direct
02,2025-10-04,2025-10-25,3,3,8.571341514587402,8.571341514587402,0.046169999999999996,2.658742904663086,8.571341514587402,17.196077346801758,32.97623062133789,2025-10-04,2025-10-25,xgboost_direct
02,2025-10-04,2025-11-01,4,4,10.534997940063477,10.534997940063477,0.3757288157939911,4.445497035980225,10.534997940063477,30.407590866088867,58.88338851928711,2025-10-04,2025-11-01,xgboost_direct
04,2025-10-04,2025-10-11,1,1,18.85700035095215,18.85700035095215,7.451070308685303,16.435325622558594,18.85700035095215,27.034109115600586,38.863136291503906,2025-10-04,2025-10-11,xgboost_direct
04,2025-10-04,2025-10-18,2,2,22.545486450195312,22.545486450195312,7.17831563949585,16.307077407836914,22.545486450195312,34.76842498779297,51.55495834350586,2025-10-04,2025-10-18,xgboost_direct
04,2025-10-04,2025-10-25,3,3,29.126331329345703,29.126331329345703,7.646268844604492,19.186511993408203,29.126331329345703,54.49323272705078,76.88516998291016,2025-10-04,2025-10-25,xgboost_direct
04,2025-10-04,2025-11-01,4,4,34.599212646484375,34.599212646484375,6.449438571929932,25.688636779785156,34.599212646484375,62.456031799316406,115.74183654785156,2025-10-04,2025-11-01,xgboost_direct
05,2025-10-04,2025-10-11,1,1,6.596889019012451,6.596889019012451,1.2,2.625274419784546,6.596889019012451,8.687414169311523,15.800405502319336,2025-10-04,2025-10-11,xgboost_direct
05,2025-10-04,2025-10-18,2,2,9.301666259765625,9.301666259765625,0.5157492756843567,3.5753116607666016,9.301666259765625,13.874815940856934,24.098764419555664,2025-10-04,2025-10-18,xgboost_direct
05,2025-10-04,2025-10-25,3,3,12.01839828491211,12.01839828491211,0.5996473431587219,5.262564182281494,12.01839828491211,24.784456253051758,38.142913818359375,2025-10-04,2025-10-25,xgboost_direct
05,2025-10-04,2025-11-01,4,4,14.871111869812012,14.871111869812012,0.8055254817008972,8.8272123336792,14.871111869812012,35.056331634521484,56.79343795776367,2025-10-04,2025-11-01,xgboost_direct
06,2025-10-04,2025-10-11,1,1,95.28643798828125,95.28643798828125,46.24232482910156,78.65434265136719,95.28643798828125,96.80245208740234,136.98362731933594,2025-10-04,2025-10-11,xgboost_direct
06,2025-10-04,2025-10-18,2,2,93.4767837524414,93.4767837524414,34.89423370361328,61.87340545654297,93.4767837524414,103.395263671875,141.22792053222656,2025-10-04,2025-10-18,xgboost_direct
06,2025-10-04,2025-10-25,3,3,84.69624328613281,84.69624328613281,30.52593994140625,80.81927490234375,84.69624328613281,109.84757995605469,155.56370544433594,2025-10-04,2025-10-25,xgboost_direct
